grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.438846.5;Donetsk National University;1937;NULL;http://en.wikipedia.org/wiki/Donetsk_National_University;http://www.donnu.edu.ua/en-us/Pages/Home.aspx
grid.438849.a;Tulsa Community College;1970;NULL;https://en.wikipedia.org/wiki/Tulsa_Community_College;http://www.tulsacc.edu/
grid.438856.4;University of King's College;1789;NULL;http://en.wikipedia.org/wiki/University_of_King's_College;http://www.ukings.ca/
grid.438880.f;Twyford Church of England High School;1954;NULL;https://en.wikipedia.org/wiki/Twyford_Church_of_England_High_School;https://twyford.ealing.sch.uk
grid.438882.d;University of Nova Gorica;1995;NULL;http://en.wikipedia.org/wiki/University_of_Nova_Gorica;http://www.ung.si/sl/
grid.438927.3;Mediterranean Universities Union;1991;NULL;http://en.wikipedia.org/wiki/Mediterranean_Universities_Union;http://www.uni-med.net/en/
grid.438932.7;Vaughn College of Aeronautics and Technology;1932;NULL;https://en.wikipedia.org/wiki/Vaughn_College_of_Aeronautics_and_Technology;https://www.vaughn.edu/
grid.438934.1;Union County College;1933;NULL;https://en.wikipedia.org/wiki/Union_County_College;http://www.ucc.edu/
grid.438960.0;Welding Research Institute - Industrial Institute SR;1949;NULL;NULL;http://www.vuz.sk/
grid.438975.4;Wesley College;1873;NULL;https://en.wikipedia.org/wiki/Wesley_College_(Delaware);http://wesley.edu/
grid.438984.a;Virginia Academy of Science;1923;NULL;https://en.wikipedia.org/wiki/Virginia_Academy_of_Science;http://www.vacadsci.org/
grid.438987.9;Virginia Western Community College;1966;NULL;https://en.wikipedia.org/wiki/Virginia_Western_Community_College;http://www.virginiawestern.edu/
grid.438993.c;West Liberty University;1837;NULL;http://en.wikipedia.org/wiki/West_Liberty_University;http://westliberty.edu/
grid.438999.6;Petal School District;1976;NULL;https://en.wikipedia.org/wiki/Petal_School_District;https://www.petalschools.com/
grid.439000.e;West Valley College;1963;NULL;https://en.wikipedia.org/wiki/West_Valley_College;http://westvalley.edu/
grid.439001.f;West Valley High School;1975;NULL;https://en.wikipedia.org/wiki/West_Valley_High_School_(Alaska);https://www.k12northstar.org/westvalley
grid.439004.a;Farrington High School;1936;NULL;https://en.wikipedia.org/wiki/Farrington_High_School;https://www.farringtonhighschool.org/
grid.439016.9;Western Iowa Tech Community College;1966;NULL;https://en.wikipedia.org/wiki/Western_Iowa_Tech_Community_College;https://www.witcc.edu/
grid.439023.f;Unity College;1965;NULL;https://en.wikipedia.org/wiki/Unity_College_(Maine);https://www.unity.edu/
grid.439031.c;Western Piedmont Community College;1973;NULL;https://en.wikipedia.org/wiki/Western_Piedmont_Community_College;http://www.wpcc.edu/
grid.439043.9;Technical College of Applied Sciences;1960;NULL;NULL;http://www.vts-zr.edu.rs
grid.439050.b;Walters Public Schools;NULL;NULL;NULL;https://www.waltersps.org/
grid.439071.8;Warren Wilson College;1894;NULL;https://en.wikipedia.org/wiki/Warren_Wilson_College;https://www.warren-wilson.edu/
grid.439088.e;Valley City Public School District;NULL;NULL;https://en.wikipedia.org/wiki/Valley_City_Public_School_District;https://www.hiliners.org/
grid.4391.f;Oregon State University;1868;NULL;http://en.wikipedia.org/wiki/Oregon_State_University;http://oregonstate.edu/
grid.439105.a;Naugatuck Valley Community College;1962;NULL;https://en.wikipedia.org/wiki/Naugatuck_Valley_Community_College;http://www.nv.edu/
grid.439118.6;Wytheville Community College;1963;NULL;https://en.wikipedia.org/wiki/Wytheville_Community_College;http://www.wcc.vccs.edu/
grid.439133.f;Police Academy in Szczytno;1954;NULL;NULL;http://www.wspol.edu.pl/e/
grid.439137.b;Wirtschaftsförderungsinstitut;1945;NULL;NULL;http://www.wifiwien.at/
grid.439141.a;Wayland Baptist University;1908;NULL;http://en.wikipedia.org/wiki/Wayland_Baptist_University;http://www.wbu.edu/
grid.439142.9;Wayne State College;1910;NULL;https://en.wikipedia.org/wiki/Wayne_State_College;https://www.wsc.edu/site/
grid.439151.b;Vidzeme University of Applied Sciences;1996;NULL;http://en.wikipedia.org/wiki/Vidzeme_University_of_Applied_Sciences;http://www.va.lv/en
grid.439178.0;York Technical College;1964;NULL;https://en.wikipedia.org/wiki/York_Technical_College;http://www.yorktech.edu/
grid.439185.2;Williams Unified School District;1922;NULL;https://en.wikipedia.org/wiki/Williams_Unified_School_District;https://www.wusd2.org/
grid.439211.c;Yuba Community College District;1927;NULL;https://en.wikipedia.org/wiki/Yuba_Community_College_District;https://www.yccd.edu/
grid.439251.8;Yaşar University;2001;NULL;http://en.wikipedia.org/wiki/Ya%C5%9Far_University;http://www.yasar.edu.tr/
grid.439341.8;Woodstock Union High School & Middle School;1854;NULL;https://en.wikipedia.org/wiki/Woodstock_Union_High_School;https://www.wuhsms.org/
grid.439913.5;Red Crow Community College;1986;NULL;http://en.wikipedia.org/wiki/Red_Crow_Community_College;http://www.redcrowcollege.com/
grid.439915.3;Adler;NULL;NULL;NULL;https://www.adler.ca/
grid.439918.e;Alberta College of Art + Design;1926;NULL;https://en.wikipedia.org/wiki/Alberta_College_of_Art_and_Design;http://www.acad.ca/
grid.439938.c;Institute for Christian Studies;1967;NULL;http://en.wikipedia.org/wiki/Institute_for_Christian_Studies;http://www.icscanada.edu/
grid.439939.d;Regent College;1968;NULL;https://en.wikipedia.org/wiki/Regent_College;http://www.regent-college.edu/
grid.439969.8;Marianopolis College;1908;NULL;https://en.wikipedia.org/wiki/Marianopolis_College;http://www.marianopolis.edu
grid.439970.0;Association of Canadian College and University Teachers of English;1957;NULL;NULL;http://accute.ca/contact-information/
grid.439976.6;Association of Universities and Colleges of Canada;1911;NULL;https://en.wikipedia.org/wiki/Universities_Canada;https://www.univcan.ca
grid.439986.9;Blue Quills First Nations College;1931;NULL;http://en.wikipedia.org/wiki/Blue_Quills_First_Nations_College;http://www.bluequills.ca/
grid.439993.d;Campion College;1917;NULL;https://en.wikipedia.org/wiki/Campion_College,_Regina;http://campioncollege.ca/
grid.439996.8;National Circus School;1981;NULL;http://en.wikipedia.org/wiki/%C3%89cole_nationale_de_cirque;http://ecolenationaledecirque.ca/en
grid.440009.9;Tyndale University College & Seminary;1894;NULL;https://en.wikipedia.org/wiki/Tyndale_University_College_and_Seminary;http://www.tyndale.ca/
grid.440010.1;Université de Saint-Boniface;1818;NULL;NULL;http://ustboniface.ca/page.aspx?pid=4881
grid.440011.0;Université Sainte-Anne;1890;NULL;http://en.wikipedia.org/wiki/Universit%C3%A9_Sainte-Anne;https://www.usainteanne.ca/
grid.440014.5;Université de Hearst;1972;NULL;http://en.wikipedia.org/wiki/Universit%C3%A9_de_Hearst;http://www.uhearst.ca/english
grid.440018.9;Trinity College;1851;NULL;https://en.wikipedia.org/wiki/Trinity_College,_Toronto;https://www.trinity.utoronto.ca/
grid.440022.0;Vanier College;1970;NULL;https://en.wikipedia.org/wiki/Vanier_College;https://www.vaniercollege.qc.ca/
grid.440029.b;Wycliffe College;1877;NULL;https://en.wikipedia.org/wiki/Wycliffe_College,_Toronto;http://wycliffecollege.ca/
grid.440035.6;McMaster Divinity College;1838;NULL;https://en.wikipedia.org/wiki/McMaster_Divinity_College;https://www.mcmasterdivinity.ca/
grid.440044.0;Okanagan College;1963;NULL;https://en.wikipedia.org/wiki/Okanagan_College;http://www.okanagan.bc.ca/
grid.440058.d;Canadian Mennonite University;1999;NULL;https://en.wikipedia.org/wiki/Canadian_Mennonite_University;http://www.cmu.ca/
grid.440065.3;Pontifical Institute of Mediaeval Studies;1929;NULL;http://en.wikipedia.org/wiki/Pontifical_Institute_of_Mediaeval_Studies;http://www.pims.ca/
grid.440067.1;Providence University College and Theological Seminary;1925;NULL;https://en.wikipedia.org/wiki/Providence_University_College_and_Theological_Seminary;http://www.providenceuc.ca/
grid.440079.e;Collège de Bois-de-Boulogne;1967;NULL;https://en.wikipedia.org/wiki/Coll%C3%A8ge_de_Bois-de-Boulogne;http://bdeb.qc.ca/
grid.440080.8;Collège de Valleyfield;1967;NULL;https://en.wikipedia.org/wiki/Coll%C3%A8ge_de_Valleyfield;https://www.colval.qc.ca/
grid.440129.a;Dawson College;1969;NULL;http://en.wikipedia.org/wiki/Dawson_College;http://www.dawsoncollege.qc.ca/
grid.440130.2;Dominican University College;1900;NULL;https://en.wikipedia.org/wiki/Dominican_University_College;http://www.dominicanu.ca/
grid.440319.b;Royal Academy of Arts and Sciences of Barcelona;1764;NULL;NULL;https://www.racab.cat/
grid.440324.5;Astronomical Observatory of Mallorca;1991;NULL;https://en.wikipedia.org/wiki/Astronomical_Observatory_of_Mallorca;http://www.oam.es/
grid.440325.4;Mount Stromlo Observatory;1924;NULL;https://en.wikipedia.org/wiki/Mount_Stromlo_Observatory;https://rsaa.anu.edu.au/observatories/mount-stromlo-observatory
grid.440368.d;Chienkuo Technology University;1965;NULL;https://en.wikipedia.org/wiki/Chienkuo_Technology_University;http://enwww.ctu.edu.tw/bin/home.php
grid.440370.4;Kao Yuan University;1989;NULL;https://en.wikipedia.org/wiki/Kao_Yuan_University;http://www.kyu.edu.tw/kyunew3/allkyu.html
grid.440372.6;Ming Chi University of Technology;1963;NULL;https://en.wikipedia.org/wiki/Ming_Chi_University_of_Technology;http://www.mcut.edu.tw/bin/home.php?Lang=en
grid.440374.0;Minghsin University of Science and Technology;1966;NULL;https://en.wikipedia.org/wiki/Minghsin_University_of_Science_and_Technology;https://www.must.edu.tw/
grid.440380.b;National Defense University;2000;NULL;https://en.wikipedia.org/wiki/National_Defense_University_(Republic_of_China);http://eweb.ccit.ndu.edu.tw/bin/home.php
grid.440393.9;National Penghu University of Science and Technology;1991;NULL;https://en.wikipedia.org/wiki/National_Penghu_University_of_Science_and_Technology;https://www.npu.edu.tw/index.aspx
grid.440397.d;Chiang Mai Rajabhat University;1924;NULL;https://en.wikipedia.org/wiki/Chiang_Mai_Rajabhat_University;https://www.cmru.ac.th/
grid.440403.7;Rajamangala University of Technology;2005;NULL;https://en.wikipedia.org/wiki/Rajamangala_University_of_Technology_Thanyaburi;http://www.eng.rmutt.ac.th/
grid.440405.1;Notre Dame University – Louaize;1987;NULL;https://en.wikipedia.org/wiki/Notre_Dame_University_%E2%80%93_Louaize;http://www.ndu.edu.lb/home
grid.440406.2;Thaksin University;1968;NULL;https://en.wikipedia.org/wiki/Thaksin_University;https://www.tsu.ac.th
grid.440412.7;Lithuanian University of Educational Sciences;1935;NULL;http://en.wikipedia.org/wiki/Lithuanian_University_of_Educational_Sciences;https://leu.lt/en/home_leu.html
grid.440414.1;Abdullah Gül University;2010;NULL;https://en.wikipedia.org/wiki/Abdullah_G%C3%BCl_University;http://www.agu.edu.tr/
grid.440417.2;University of Toliara;1971;NULL;https://en.wikipedia.org/wiki/University_of_Toliara;http://www.univ-toliara.mg/
grid.440419.c;University of Antananarivo;1955;NULL;https://en.wikipedia.org/wiki/University_of_Antananarivo;http://www.univ-antananarivo.mg/
grid.440422.4;International Islamic University Malaysia;1983;NULL;https://en.wikipedia.org/wiki/International_Islamic_University_Malaysia;http://www.iium.edu.my/
grid.440424.2;Atilim University;1996;NULL;https://en.wikipedia.org/wiki/At%C4%B1l%C4%B1m_University;http://www.atilim.edu.tr/?lang=en
grid.440425.3;Monash University Malaysia;1998;NULL;https://en.wikipedia.org/wiki/Monash_University_Malaysia_Campus;https://www.monash.edu.my/
grid.440426.0;Bayburt University;2008;NULL;https://en.wikipedia.org/wiki/Bayburt_University;https://www.bayburt.edu.tr/
grid.440428.e;European University of Lefke;1990;NULL;https://en.wikipedia.org/wiki/European_University_of_Lefke;http://www.eul.edu.tr/
grid.440430.7;Galatasaray University;1481;NULL;https://en.wikipedia.org/wiki/Galatasaray_University;http://gsu.edu.tr/
grid.440435.2;University of Nottingham Malaysia Campus;2000;NULL;https://en.wikipedia.org/wiki/University_of_Nottingham_Malaysia_Campus;http://www.nottingham.edu.my/index.aspx
grid.440437.0;Hasan Kalyoncu University;1980;NULL;NULL;https://www.hku.edu.tr
grid.440438.f;Universiti Malaysia Pahang;2002;NULL;https://en.wikipedia.org/wiki/Universiti_Malaysia_Pahang;http://www.ump.edu.my/
grid.440439.e;University of Kuala Lumpur;2002;NULL;https://en.wikipedia.org/wiki/University_of_Kuala_Lumpur;http://www.unikl.edu.my/web/unikl/
grid.440441.1;Autonomous University of Chihuahua;1835;NULL;https://en.wikipedia.org/wiki/Autonomous_University_of_Chihuahua;https://uach.mx/
grid.440442.2;Benito Juárez Autonomous University of Oaxaca;1827;NULL;https://en.wikipedia.org/wiki/Benito_Ju%C3%A1rez_Autonomous_University_of_Oaxaca;http://www.uabjo.mx/
grid.440443.3;Istanbul Arel University;2007;NULL;https://en.wikipedia.org/wiki/Istanbul_Arel_University;https://www.arel.edu.tr/
grid.440444.4;Takhar University;1991;NULL;http://tu.edu.af/fa;http://tu.edu.af/fa
grid.440445.5;Technological University of the Mixteca;1991;NULL;https://en.wikipedia.org/wiki/Technological_University_of_the_Mixteca;http://www.utm.mx/
grid.440446.6;Autonomous University of Chiapas;1974;NULL;NULL;https://www.unach.mx/
grid.440447.7;Alberoni University;1998;NULL;https://en.wikipedia.org/wiki/Al-Beroni_University;http://www.au.edu.af/
grid.440448.8;Karabük University;2007;NULL;https://en.wikipedia.org/wiki/Karab%C3%BCk_University;https://www.karabuk.edu.tr/en/
grid.440449.9;Universidad Politécnica de Baja California;2006;NULL;https://en.wikipedia.org/wiki/Universidad_Polit%C3%A9cnica_de_Baja_California;http://www.upbc.edu.mx/
grid.440451.0;University of Monterrey;1969;NULL;https://en.wikipedia.org/wiki/University_of_Monterrey;http://www.udem.edu.mx/
grid.440453.2;Balkh University;1986;NULL;https://en.wikipedia.org/wiki/Balkh_University;https://ba.edu.af
grid.440454.5;Herat University;1988;NULL;https://en.wikipedia.org/wiki/Herat_University;https://hu.edu.af
grid.440455.4;Karamanoğlu Mehmetbey University;2007;NULL;https://en.wikipedia.org/wiki/Karamano%C4%9Flu_Mehmetbey_University;http://www.kmu.edu.tr/
grid.440456.7;Kabul Education University of Rabbani;2003;NULL;https://en.wikipedia.org/wiki/Kabul_Education_University_of_Rabbani;http://keu.edu.af
grid.440457.6;KTO Karatay University;1882;NULL;NULL;https://www.karatay.edu.tr/
grid.440458.9;Universidad de las Américas Puebla;1940;NULL;https://en.wikipedia.org/wiki/Universidad_de_las_Am%C3%A9ricas_Puebla;https://www.udlap.mx/
grid.440459.8;Kandahar University;1990;NULL;https://en.wikipedia.org/wiki/Kandahar_University;https://kdru.edu.af/ps
grid.440461.3;Mongolian University of Science and Technology;1950;NULL;https://en.wikipedia.org/wiki/Mongolian_University_of_Science_and_Technology;https://www.must.edu.mn
grid.440462.0;Mimar Sinan Güzel Sanatlar Üniversitesi;1882;NULL;https://en.wikipedia.org/wiki/Mimar_Sinan_Fine_Arts_University;http://www.msgsu.edu.tr/
grid.440464.6;Turgut Özal University;2008;NULL;https://en.wikipedia.org/wiki/Turgut_%C3%96zal_University;http://www.turgutozal.edu.tr/tr
grid.440465.7;Khost University;2000;NULL;https://en.wikipedia.org/wiki/Shaikh_Zayed_University;https://szu.edu.af/ps
grid.440466.4;Hittite University;2006;NULL;https://en.wikipedia.org/wiki/Hittite_University;http://www.hitit.edu.tr/
grid.440467.5;Nangarhar University;1963;NULL;https://en.wikipedia.org/wiki/Nangarhar_University;https://nu.edu.af/ps
grid.440468.a;Polytechnical University of Kabul;1951;NULL;https://en.wikipedia.org/wiki/Kabul_Polytechnic_University;https://www.kpu.edu.af/
grid.440469.b;University of Turkish Aeronautical Association;2011;NULL;NULL;https://www.thk.edu.tr
grid.440470.3;Mouloud Mammeri University of Tizi-Ouzou;1977;NULL;https://en.wikipedia.org/wiki/University_of_Tizi_Ouzou;http://www.ummto.dz
grid.440472.1;University of Laghouat;1986;NULL;https://en.wikipedia.org/wiki/University_of_Laghouat;http://www.lagh-univ.dz/
grid.440473.0;Badji Mokhtar University;1975;NULL;https://en.wikipedia.org/wiki/University_of_Annaba;http://www.univ-annaba.dz/
grid.440474.7;Usak University;2006;NULL;https://en.wikipedia.org/wiki/U%C5%9Fak_University;https://www.usak.edu.tr/
grid.440475.6;University of Batna;1977;NULL;https://en.wikipedia.org/wiki/University_of_Batna;http://www.univ-batna.dz/
grid.440477.4;University of Jijel;2003;NULL;https://en.wikipedia.org/wiki/University_of_Jijel;http://www.univ-jijel.dz
grid.440478.b;Kampala International University;2001;NULL;https://en.wikipedia.org/wiki/Kampala_International_University;http://kiu.ac.ug/
grid.440479.a;University of Oran;1961;NULL;https://en.wikipedia.org/wiki/University_of_Oran;http://www.univ-oran1.dz/
grid.440480.c;Universidad Maimónides;1990;NULL;NULL;https://www.maimonides.edu/
grid.440482.e;Chouaib Doukkali University;1985;NULL;https://en.wikipedia.org/wiki/Chouaib_Doukkali_University;http://www.ucd.ac.ma
grid.440485.9;National Technological University;1948;NULL;https://en.wikipedia.org/wiki/National_Technological_University;http://www.utn.edu.ar/default.utn
grid.440487.b;Université Hassan 1er;1997;NULL;NULL;http://www.uh1.ac.ma
grid.440491.c;National University of La Pampa;1973;NULL;https://en.wikipedia.org/wiki/National_University_of_La_Pampa;http://www.unlpam.edu.ar/
grid.440493.e;National University of Santiago del Estero;1973;NULL;https://en.wikipedia.org/wiki/National_University_of_Santiago_del_Estero;https://www.unse.edu.ar/
grid.440495.8;National University of Patagonia San Juan Bosco;1980;NULL;https://en.wikipedia.org/wiki/National_University_of_Patagonia_San_Juan_Bosco;http://www.unp.edu.ar
grid.440496.b;Torcuato di Tella University;1991;NULL;https://en.wikipedia.org/wiki/Torcuato_di_Tella_University;https://www.utdt.edu/
grid.440497.a;National University of Entre Ríos;1973;NULL;https://en.wikipedia.org/wiki/National_University_of_Entre_R%C3%ADos;http://www.uner.edu.ar/
grid.440498.5;Mandalay University;1925;NULL;https://en.wikipedia.org/wiki/Mandalay_University;http://www.mu.edu.mm/
grid.440499.4;National University of Río Negro;2007;NULL;https://en.wikipedia.org/wiki/National_University_of_R%C3%ADo_Negro;https://www.unrn.edu.ar
grid.440500.5;University of Music and Performing Arts Graz;1815;NULL;https://en.wikipedia.org/wiki/University_of_Music_and_Performing_Arts,_Graz;https://www.kug.ac.at/en/home.html
grid.440501.4;Pyay Technological University;1999;NULL;https://en.wikipedia.org/wiki/Pyay_Technological_University;http://ptu.moe.edu.mm
grid.440502.7;University of Yangon;1878;NULL;https://en.wikipedia.org/wiki/University_of_Yangon;https://www.uy.edu.mm/
grid.440505.0;Dhaka University of Engineering & Technology;1980;NULL;https://en.wikipedia.org/wiki/Dhaka_University_of_Engineering_%26_Technology,_Gazipur;http://www.duet.ac.bd/
grid.440506.3;Avans University of Applied Sciences;2004;NULL;https://en.wikipedia.org/wiki/Avans_University_of_Applied_Sciences;http://www.avans.nl/international
grid.440507.2;Belarusian State University of Transport;1953;NULL;https://en.wikipedia.org/wiki/Belarusian_State_University_of_Transport;http://bsut.by/
grid.440509.c;Francisk Skorina Gomel State University;1930;NULL;https://en.wikipedia.org/wiki/Francisk_Skorina_Gomel_State_University;http://old.gsu.by/en/
grid.440510.4;Pavel Sukhoi State Technical University of Gomel;1968;NULL;https://en.wikipedia.org/wiki/Pavel_Sukhoi_State_Technical_University_of_Gomel;https://www.gstu.by/
grid.440515.1;University of Applied Sciences Worms;1978;NULL;https://en.wikipedia.org/wiki/University_of_Applied_Sciences,_Worms;https://www.hs-worms.de/en/
grid.440516.2;Transnational University Limburg;2000;NULL;https://en.wikipedia.org/wiki/Transnational_University_Limburg;http://www.tul.edu/default.asp
grid.440517.3;Universities of Giessen and Marburg Lung Center;NULL;NULL;NULL;http://www.ugmlc.de/
grid.440518.c;Hogeschool PXL;2013;NULL;NULL;https://www.pxl.be
grid.440519.d;Admiral Makarov National University of Shipbuilding;1920;NULL;https://en.wikipedia.org/wiki/Admiral_Makarov_National_University_of_Shipbuilding;http://www.nuos.edu.ua/
grid.440520.7;German University of Technology;2007;NULL;https://en.wikipedia.org/wiki/German_University_of_Technology_in_Oman;https://www.gutech.edu.om/
grid.440522.5;Abdul Wali Khan University Mardan;2009;NULL;https://en.wikipedia.org/wiki/Abdul_Wali_Khan_University_Mardan;http://www.awkum.edu.pk/
grid.440523.4;Zittau/Görlitz University of Applied Sciences;1992;NULL;NULL;http://www.hszg.de/en.html
grid.440524.3;Cherkasy National University;1921;NULL;https://en.wikipedia.org/wiki/Cherkasy_National_University;http://www.cdu.edu.ua/
grid.440525.2;Université de Parakou;2001;NULL;NULL;http://www.univ-parakou.bj
grid.440526.1;Balochistan University of Information Technology, Engineering and Management Sciences;2002;NULL;https://en.wikipedia.org/wiki/BUITEMS;http://www.buitms.edu.pk/
grid.440529.e;Federal Urdu University;1949;NULL;https://en.wikipedia.org/wiki/Federal_Urdu_University;http://fuuastisb.edu.pk/
grid.440530.6;Hazara University;1997;NULL;https://en.wikipedia.org/wiki/Hazara_University;http://www.hu.edu.pk
grid.440531.7;University of Haiti;1820;NULL;https://en.wikipedia.org/wiki/Universit%C3%A9_d'%C3%89tat_d'Ha%C3%AFti;http://www.ueh.edu.ht/
grid.440532.4;National University of Public Service;2012;NULL;https://en.wikipedia.org/wiki/National_University_of_Public_Service;https://en.uni-nke.hu/
grid.440533.5;Universidad Católica Bolivia San Pablo;1963;NULL;https://en.wikipedia.org/wiki/Universidad_Cat%C3%B3lica_Boliviana;http://www.ucb.edu.bo/Nacional/Forms/Index.aspx
grid.440534.2;Karakoram International University;2002;NULL;https://en.wikipedia.org/wiki/Karakoram_International_University;https://www.kiu.edu.pk/
grid.440535.3;Óbuda University;1879;NULL;https://en.wikipedia.org/wiki/%C3%93buda_University;https://www.uni-obuda.hu/
grid.440537.1;Simon Kuznets Kharkiv National University of Economics;1930;NULL;https://en.wikipedia.org/wiki/Kharkiv_National_University_of_Economics;https://www.hneu.edu.ua/
grid.440538.e;Gabriel René Moreno Autonomous University;1880;NULL;https://en.wikipedia.org/wiki/Universidad_Autónoma_Gabriel_René_Moreno;https://www.uagrm.edu.bo
grid.440539.f;Zrínyi Miklós National Defence University;NULL;NULL;NULL;NULL
grid.440540.1;Lahore University of Management Sciences;1984;NULL;https://en.wikipedia.org/wiki/Lahore_University_of_Management_Sciences;http://lums.edu.pk/index.php
grid.440542.3;Kharkiv National University of Radio Electronics;1962;NULL;https://en.wikipedia.org/wiki/Kharkiv_National_University_of_Radioelectronics;http://nure.ua/en/
grid.440543.2;Hólar University College;1882;NULL;https://en.wikipedia.org/wiki/H%C3%B3lar_University_College;http://www.holar.is/
grid.440544.5;National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”;1898;NULL;https://en.wikipedia.org/wiki/Kyiv_Polytechnic_Institute;http://kpi.ua/en
grid.440545.4;Universidad Autónoma del Beni;1967;NULL;NULL;https://www.uabjb.edu.bo
grid.440546.7;Aliah University;1780;NULL;https://en.wikipedia.org/wiki/Aliah_University;https://www.aliah.ac.in/
grid.440547.6;Tomás Frías Autonomous University;1892;NULL;https://en.wikipedia.org/wiki/Tom%C3%A1s_Fr%C3%ADas_Autonomous_University;http://www.uatf.edu.bo/
grid.440548.9;NED University of Engineering and Technology;1921;NULL;https://en.wikipedia.org/wiki/NED_University_of_Engineering_and_Technology;http://www.neduet.edu.pk/
grid.440549.8;Centro Universitário de Volta Redonda;1967;NULL;NULL;http://www.unifoa.edu.br/
grid.440550.0;Babasaheb Bhimrao Ambedkar University;1996;NULL;https://en.wikipedia.org/wiki/Babasaheb_Bhimrao_Ambedkar_University;http://bbauadmissions.in/
grid.440551.1;Banasthali University;1935;NULL;https://en.wikipedia.org/wiki/Banasthali_Vidyapith;http://www.banasthali.org
grid.440552.2;Pir Mehr Ali Shah Arid Agriculture University;1994;NULL;https://en.wikipedia.org/wiki/Pir_Mehr_Ali_Shah_Arid_Agriculture_University;http://www.uaar.edu.pk/
grid.440554.4;University of Education;2002;NULL;https://en.wikipedia.org/wiki/University_of_Education;http://ue.edu.pk
grid.440555.5;Centro Universitário Una;1961;NULL;NULL;https://www.una.br/
grid.440557.7;Odessa I. I. Mechnikov National University;1865;NULL;https://en.wikipedia.org/wiki/Odessa_University;http://onu.edu.ua/en/
grid.440558.8;West Zone State University;2005;NULL;https://en.wikipedia.org/wiki/West_Zone_State_University;http://www.uezo.rj.gov.br
grid.440559.9;Federal University of Amapá;1990;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Amap%C3%A1;http://www.unifap.br/public/
grid.440561.2;Federal University of Itajubá;1913;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Itajub%C3%A1;http://www.unifei.edu.br/
grid.440562.1;University of Gujrat;2004;NULL;https://en.wikipedia.org/wiki/University_of_Gujrat;https://uog.edu.pk/main.php
grid.440563.0;Federal University of Rondônia;1982;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Rond%C3%B4nia;http://www.unir.br/
grid.440564.7;University of Lahore;1999;NULL;https://en.wikipedia.org/wiki/University_of_Lahore;https://www.uol.edu.pk/
grid.440565.6;Federal University of Fronteira Sul;2009;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Fronteira_Sul;https://www.uffs.edu.br
grid.440567.4;University of Malakand;2001;NULL;https://en.wikipedia.org/wiki/University_of_Malakand;https://www.uom.edu.pk
grid.440568.b;Khalifa University of Science and Technology;2007;NULL;https://en.wikipedia.org/wiki/Khalifa_University;http://www.kustar.ac.ae/
grid.440569.a;University of Science and Technology Bannu;2005;NULL;https://en.wikipedia.org/wiki/University_of_Science_and_Technology_(Bannu);http://www.ustb.edu.pk
grid.440570.2;Federal University of Tocantins;2000;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Tocantins;https://ww2.uft.edu.br/
grid.440573.1;New York University Abu Dhabi;2008;NULL;https://en.wikipedia.org/wiki/New_York_University_Abu_Dhabi;https://nyuad.nyu.edu/
grid.440574.6;Fundação Centro de Estudos do Universo;NULL;NULL;NULL;NULL
grid.440576.4;Universidade do Estado do Rio Grande do Norte;1968;NULL;NULL;http://portal.uern.br/
grid.440578.a;Arab American University;2000;NULL;https://en.wikipedia.org/wiki/Arab_American_University;https://www.aaup.edu/
grid.440579.b;Federal University of Roraima;1989;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Roraima;http://ufrr.br/
grid.440580.d;Bethlehem University;1973;NULL;https://en.wikipedia.org/wiki/Bethlehem_University;https://www.bethlehem.edu/
grid.440581.c;North University of China;1941;NULL;https://en.wikipedia.org/wiki/North_University_of_China;http://www.nuc.edu.cn/
grid.440583.e;National University of Engineering;1876;NULL;https://en.wikipedia.org/wiki/National_University_of_Engineering;http://www.uni.edu.pe/
grid.440585.8;Federal University of Recôncavo da Bahia;2005;NULL;https://en.wikipedia.org/wiki/Federal_University_of_Rec%C3%B4ncavo_da_Bahia;https://ufrb.edu.br
grid.440586.b;Dallas Baptist University;1898;NULL;https://en.wikipedia.org/wiki/Dallas_Baptist_University;http://www.dbu.edu/
grid.440587.a;Federal Rural University of Amazonia;1945;NULL;https://en.wikipedia.org/wiki/Federal_Rural_University_of_Amazonia;https://novo.ufra.edu.br/
grid.440588.5;Northwestern Polytechnical University;1938;NULL;https://en.wikipedia.org/wiki/Northwestern_Polytechnical_University;http://en.nwpu.edu.cn/
grid.440589.4;Centro Universitário da FEI;1941;NULL;https://en.wikipedia.org/wiki/Centro_Universit%C3%A1rio_da_FEI;http://portal.fei.edu.br/en-us/Pages/home.aspx
grid.440590.c;Georgetown-Howard Universities Center for Clinical and Translational Science;2010;NULL;NULL;http://www.georgetownhowardctsa.org
grid.440591.d;Palestine Polytechnic University;1978;NULL;https://en.wikipedia.org/wiki/Palestine_Polytechnic_University;http://www.ppu.edu/p/ar#about
grid.440592.e;Pontifical Catholic University of Peru;1917;NULL;https://en.wikipedia.org/wiki/Pontifical_Catholic_University_of_Peru;http://www.pucp.edu.pe/
