grid_id;organization_name;established_year;closed_year;wikipedia_url;website_url
grid.468714.8;Bangladesh Air Force Shaheen College;1960;NULL;https://en.wikipedia.org/wiki/Bangladesh_Air_Force_Shaheen_College,_Dhaka;http://www.bafsd.edu.bd/
grid.468715.9;Alliance College of Australia;1970;NULL;https://en.wikipedia.org/wiki/Alliance_College_of_Australia;http://www.alliancecollege.com.au/
grid.468716.a;Clarendon College;1898;NULL;https://en.wikipedia.org/wiki/Clarendon_College_(Texas);http://www.clarendoncollege.edu/
grid.468717.b;Butler County Community College;1965;NULL;https://en.wikipedia.org/wiki/Butler_County_Community_College_(Pennsylvania);http://www.bc3.edu/
grid.468718.4;Baptist Theological College of Southern Africa;1951;NULL;https://en.wikipedia.org/wiki/Baptist_Theological_College_of_Southern_Africa;http://btc.co.za/
grid.468719.5;Craven College;NULL;NULL;https://en.wikipedia.org/wiki/Craven_College;https://www.craven-college.ac.uk/
grid.468720.f;North Carolina Community College System;1963;NULL;https://en.wikipedia.org/wiki/North_Carolina_Community_College_System;http://www.nccommunitycolleges.edu/
grid.468721.e;Coastal Pines Technical College;2014;NULL;https://en.wikipedia.org/wiki/Coastal_Pines_Technical_College;http://www.coastalpines.edu/
grid.468722.d;Clinton College;1894;NULL;https://en.wikipedia.org/wiki/Clinton_Junior_College;https://clintoncollege.edu/
grid.468723.c;California Christian College;1955;NULL;https://en.wikipedia.org/wiki/California_Christian_College;http://www.calchristiancollege.edu/
grid.468724.b;Cloud County Community College;1965;NULL;https://en.wikipedia.org/wiki/Cloud_County_Community_College;http://www.cloud.edu/
grid.468725.a;American Career College;1978;NULL;https://en.wikipedia.org/wiki/American_Career_College;http://americancareercollege.edu/
grid.468726.9;California Coast University;1973;NULL;https://en.wikipedia.org/wiki/California_Coast_University;http://www.calcoast.edu/
grid.468727.8;Crossroads Bible College;1982;NULL;https://en.wikipedia.org/wiki/Crossroads_Bible_College;http://www.crossroads.edu/
grid.468728.7;Barnfield College;1968;NULL;https://en.wikipedia.org/wiki/Barnfield_College;http://www.barnfield.ac.uk/
grid.468729.6;California College San Diego;1978;NULL;https://en.wikipedia.org/wiki/California_College_San_Diego;http://www.cc-sd.edu/
grid.468730.e;West College Scotland;2013;NULL;https://en.wikipedia.org/wiki/West_College_Scotland;http://www.westcollegescotland.ac.uk/
grid.468731.f;Craven Community College;1965;NULL;https://en.wikipedia.org/wiki/Craven_Community_College;http://cravencc.edu/
grid.468732.c;American River College;1955;NULL;https://en.wikipedia.org/wiki/American_River_College;http://www.arc.losrios.edu/
grid.468733.d;Barstow Community College;1959;NULL;https://en.wikipedia.org/wiki/Barstow_Community_College;http://www.barstow.edu/
grid.468734.a;CNI College;1994;NULL;https://en.wikipedia.org/wiki/CNI_College;http://cnicollege.edu/
grid.468735.b;Crowleys Ridge College;1964;NULL;https://en.wikipedia.org/wiki/Crowley%27s_Ridge_College;https://www.crc.edu/
grid.468736.8;American University of Puerto Rico;1963;NULL;https://en.wikipedia.org/wiki/American_University_of_Puerto_Rico;http://www.aupr.edu/
grid.468737.9;California Community Colleges System;1967;NULL;https://en.wikipedia.org/wiki/California_Community_Colleges_System;http://www.cccco.edu/
grid.468738.6;Coastal Bend College;1965;NULL;https://en.wikipedia.org/wiki/Coastal_Bend_College;http://coastalbend.edu/
grid.468739.7;California Miramar University;2005;NULL;https://en.wikipedia.org/wiki/California_Miramar_University;http://www.calmu.edu/
grid.468740.9;Barton Peveril College;1904;NULL;https://en.wikipedia.org/wiki/Barton_Peveril_Sixth_Form_College;http://www.barton-peveril.ac.uk/
grid.468741.8;Cuyamaca College;1978;NULL;https://en.wikipedia.org/wiki/Cuyamaca_College;http://www.cuyamaca.edu/
grid.468742.b;Coastal Carolina Community College;1957;NULL;https://en.wikipedia.org/wiki/Coastal_Carolina_Community_College;https://www.coastalcarolina.edu/
grid.468743.a;Bates Technical College;1940;NULL;https://en.wikipedia.org/wiki/Bates_Technical_College;http://www.bates.ctc.edu/
grid.468744.d;Cambridge Regional College;1988;NULL;https://en.wikipedia.org/wiki/Cambridge_Regional_College;http://www.camre.ac.uk/
grid.468745.c;New College Lanarkshire;2013;NULL;https://en.wikipedia.org/wiki/New_College_Lanarkshire;http://www.nclanarkshire.ac.uk/
grid.468746.f;Daegu Future College;1981;NULL;https://en.wikipedia.org/wiki/Daegu_Future_College;http://www.dmc.ac.kr/
grid.468747.e;Bath College;1892;NULL;https://en.wikipedia.org/wiki/Bath_College;https://www.bathcollege.ac.uk/
grid.468748.1;Cañada College;1968;NULL;https://en.wikipedia.org/wiki/Ca%C3%B1ada_College;http://canadacollege.edu/
grid.468749.0;Politeknik Tuanku Syed Sirajuddin;2003;NULL;NULL;http://www.ptss.edu.my/v6/index.php
grid.468750.8;Coffeyville Community College;1921;NULL;https://en.wikipedia.org/wiki/Coffeyville_Community_College;http://www.coffeyville.edu/
grid.468751.9;Bayan College for Science & Technology;1997;NULL;https://en.wikipedia.org/wiki/Bayan_College_for_Science_%26_Technology;http://www.bayantech.edu.sd/
grid.468752.a;Canton City School District;NULL;NULL;https://en.wikipedia.org/wiki/Canton_City_School_District;http://www.ccsdistrict.org/pages/CantonCitySD
grid.468753.b;Darton State College;1963;NULL;https://en.wikipedia.org/wiki/Darton_State_College;http://www.darton.edu/
grid.468754.c;Andrew College;1854;NULL;https://en.wikipedia.org/wiki/Andrew_College;https://www.andrewcollege.edu/
grid.468755.d;College of Agriculture, Food and Rural Enterprise;NULL;NULL;https://en.wikipedia.org/wiki/College_of_Agriculture,_Food_and_Rural_Enterprise;http://www.cafre.ac.uk/
grid.468757.f;Cardinal Tien College of Healthcare and Management;1971;NULL;https://en.wikipedia.org/wiki/Cardinal_Tien_College_of_Healthcare_and_Management;http://www.ctcn.edu.tw/ctcnEnglish/ctcnindexEN.htm
grid.468758.0;Beal College;1891;NULL;https://en.wikipedia.org/wiki/Beal_College;http://www.bealcollege.edu/
grid.468759.1;Davao Oriental State College of Science and Technology;1989;NULL;https://en.wikipedia.org/wiki/Davao_Oriental_State_College_of_Science_and_Technology;http://doscst.edu.ph/
grid.468760.b;Glasgow Clyde College;2013;NULL;https://en.wikipedia.org/wiki/Glasgow_Clyde_College;http://www.glasgowclyde.ac.uk/
grid.468761.a;Carey Baptist College;1924;NULL;https://en.wikipedia.org/wiki/Carey_Baptist_College;http://carey.ac.nz/
grid.468762.9;College of Business and Technology;1988;NULL;https://en.wikipedia.org/wiki/College_of_Business_and_Technology;http://www.cbt.edu/
grid.468763.8;Angliss International Hotel School;2016;NULL;https://en.wikipedia.org/wiki/Angliss_International_Hotel_School;http://www.anglisshotelschool.edu.au/
grid.468764.f;Carl Albert State College;1933;NULL;https://en.wikipedia.org/wiki/Carl_Albert_State_College;https://carlalbert.edu/
grid.468765.e;Berk Trade and Business School;1940;NULL;https://en.wikipedia.org/wiki/Berk_Trade_and_Business_School;http://www.berktradeschool.com/
grid.468766.d;Dundee and Angus College;2014;NULL;https://en.wikipedia.org/wiki/Dundee_College;https://dundeeandangus.ac.uk/
grid.468767.c;Berkshire College of Agriculture;1949;NULL;https://en.wikipedia.org/wiki/Berkshire_College_of_Agriculture;http://www.bca.ac.uk/
grid.468768.3;Davis College - Ohio;1858;NULL;https://en.wikipedia.org/wiki/Davis_College_(Ohio);http://www.daviscollege.edu/
grid.468769.2;Carrington College;1967;NULL;https://en.wikipedia.org/wiki/Carrington_College_(US);http://carrington.edu/
grid.468770.a;College of Coastal Georgia;1961;NULL;https://en.wikipedia.org/wiki/College_of_Coastal_Georgia;http://www.ccga.edu/
grid.468771.b;Daymar College;1963;NULL;https://en.wikipedia.org/wiki/Daymar_College;http://www.daymarcollege.edu/
grid.468772.8;Bermuda College;1974;NULL;https://en.wikipedia.org/wiki/Bermuda_College;https://www.college.bm/
grid.468773.9;Anoka Technical College;1968;NULL;https://en.wikipedia.org/wiki/Anoka_Technical_College;http://www.anokatech.edu/
grid.468774.e;Carteret Community College;1963;NULL;https://en.wikipedia.org/wiki/Carteret_Community_College;http://www.carteret.edu/NewWeb/
grid.468775.f;Anoka-Ramsey Community College;1965;NULL;https://en.wikipedia.org/wiki/Anoka-Ramsey_Community_College;http://www.anokaramsey.edu/
grid.468776.c;Cavendish University Zambia;2004;NULL;https://en.wikipedia.org/wiki/Cavendish_University_Zambia;http://www.cavendishza.org/
grid.468777.d;College of North West London;1891;NULL;https://en.wikipedia.org/wiki/College_of_North_West_London;http://www.cnwl.ac.uk/
grid.468778.2;Truman Bodden Law School;1982;NULL;NULL;http://www.lawschool.gov.ky/portal/page/portal/lawhome
grid.468779.3;Defense Information School;1946;NULL;https://en.wikipedia.org/wiki/Defense_Information_School;http://www.dinfos.dma.mil/
grid.468780.5;Antonelli College;1947;NULL;https://en.wikipedia.org/wiki/Antonelli_College;http://www.antonellicollege.edu/
grid.468781.4;Central Ohio Technical College;1971;NULL;https://en.wikipedia.org/wiki/Central_Ohio_Technical_College;http://www.cotc.edu/
grid.468782.7;College of San Mateo;1922;NULL;https://en.wikipedia.org/wiki/College_of_San_Mateo;http://collegeofsanmateo.edu/
grid.468783.6;Bicton College;1947;NULL;https://en.wikipedia.org/wiki/Bicton_College;http://www.bicton.ac.uk/
grid.468784.1;Delaware College of Art and Design;1997;NULL;https://en.wikipedia.org/wiki/Delaware_College_of_Art_and_Design;http://www.dcad.edu/
grid.468785.0;Big Bend Community College;1962;NULL;https://en.wikipedia.org/wiki/Big_Bend_Community_College;http://www.bigbend.edu/
grid.468786.3;Aquinas College - Tennessee;1961;NULL;https://en.wikipedia.org/wiki/Aquinas_College_(Tennessee);http://www.aquinascollege.edu/
grid.468787.2;Big Sandy Community and Technical College;2003;NULL;https://en.wikipedia.org/wiki/Big_Sandy_Community_and_Technical_College;http://www.bigsandy.kctcs.edu/
grid.468788.d;Delbarton School;1939;NULL;https://en.wikipedia.org/wiki/Delbarton_School;https://www.delbarton.org/
grid.468789.c;Aquinas College;1980;NULL;https://en.wikipedia.org/wiki/Aquinas_College,_Stockport;http://www.aquinas.ac.uk/
grid.468790.4;College of Southern Nevada;1971;NULL;https://en.wikipedia.org/wiki/College_of_Southern_Nevada;https://www.csn.edu/
grid.468791.5;Dr Emilio B Espinosa Sr Memorial State College of Agriculture and Technology;1952;NULL;https://en.wikipedia.org/wiki/Dr._Emilio_B._Espinosa_Sr._Memorial_State_College_of_Agriculture_and_Technology;http://www.debesmscat.edu.ph/
grid.468792.6;Bilborough Sixth Form College;1957;NULL;https://en.wikipedia.org/wiki/Bilborough_College;http://bilborough.ac.uk/
grid.468793.7;Arizona Christian University;1960;NULL;https://en.wikipedia.org/wiki/Arizona_Christian_University;http://arizonachristian.edu/
grid.468794.0;Birkenhead Sixth Form College;1988;NULL;https://en.wikipedia.org/wiki/Birkenhead_Sixth_Form_College;http://www.bsfc.ac.uk/
grid.468795.1;College of St. Joseph;1956;NULL;https://en.wikipedia.org/wiki/College_of_St._Joseph;http://www.csj.edu/
grid.468796.2;Dr. Somervell Memorial CSI Medical College and Hospital;2002;NULL;https://en.wikipedia.org/wiki/Dr._Somervell_Memorial_CSI_Medical_College;http://www.drsmcsimchk.org/
grid.468797.3;Bishop Auckland College;1950;NULL;https://en.wikipedia.org/wiki/Bishop_Auckland_College;https://bacoll.ac.uk/
grid.468798.c;Denmark Technical College;1947;NULL;https://en.wikipedia.org/wiki/Denmark_Technical_College;http://www.denmarktech.edu/
grid.468799.d;Bishop Burton College;2008;NULL;https://en.wikipedia.org/wiki/Bishop_Burton_College;https://www.bishopburton.ac.uk/
grid.468802.0;National Institute of Technology, Matsue College;1964;NULL;NULL;http://www.matsue-ct.jp/
grid.468803.1;DuBois Business College;1885;NULL;https://en.wikipedia.org/wiki/DuBois_Business_College;http://www.dbcollege.com/
grid.468804.6;Black River Technical College;1972;NULL;https://en.wikipedia.org/wiki/Black_River_Technical_College;http://www.blackrivertech.org/
grid.468805.7;Dunwoody College of Technology;1914;NULL;https://en.wikipedia.org/wiki/Dunwoody_College_of_Technology;http://www.dunwoody.edu/
grid.468806.4;Arkansas Baptist College;1884;NULL;https://en.wikipedia.org/wiki/Arkansas_Baptist_College;http://www.arkansasbaptist.edu/
grid.468808.a;Dyersburg State Community College;1969;NULL;https://en.wikipedia.org/wiki/Dyersburg_State_Community_College;http://www.dscc.edu/
grid.468810.3;EAE Business School;1958;NULL;https://en.wikipedia.org/wiki/EAE_Business_School;http://www.eae.es/
grid.468811.2;National Institute of Technology, Miyakonojo College;1964;NULL;NULL;http://www.miyakonojo-nct.ac.jp/english/
grid.468812.1;Arkansas State University Mountain Home;1995;NULL;https://en.wikipedia.org/wiki/Arkansas_State_University-Mountain_Home;https://asumh.edu/
grid.468813.0;Blue Ridge Community and Technical College;2005;NULL;https://en.wikipedia.org/wiki/Blue_Ridge_Community_and_Technical_College;http://www.blueridgectc.edu/
grid.468814.7;Eagle Gate College;1979;NULL;https://en.wikipedia.org/wiki/Eagle_Gate_College;http://www.eaglegatecollege.edu/
grid.468815.6;National Institute of Technology, Numazu College;1962;NULL;NULL;http://www.numazu-ct.ac.jp/english/
grid.468816.5;Divine Word College;1964;NULL;https://en.wikipedia.org/wiki/Divine_Word_College;https://www.dwci.edu/
grid.468817.4;Bolton College;1958;NULL;https://en.wikipedia.org/wiki/Bolton_College;http://www.boltoncollege.ac.uk/
grid.468818.b;East Arkansas Community College;1974;NULL;https://en.wikipedia.org/wiki/East_Arkansas_Community_College;https://www.eacc.edu/
grid.468819.a;Armed Forces Academies Preparatory School;1958;NULL;https://en.wikipedia.org/wiki/Armed_Forces_Academies_Preparatory_School;http://www.afaps.ac.th/index_eng.php
grid.468820.0;National Institute of Technology, Tomakomai College;1964;NULL;NULL;http://www.tomakomai-ct.ac.jp/
grid.468821.1;East Asia School of Theology;1992;NULL;https://en.wikipedia.org/wiki/East_Asia_School_of_Theology;http://www.east.edu.sg/
grid.468822.2;Armed Forces Medical College;1999;NULL;https://en.wikipedia.org/wiki/Armed_Forces_Medical_College_(Bangladesh);http://www.afmcbd.com/
grid.468823.3;Dongnam Health University;1973;NULL;https://en.wikipedia.org/wiki/Dongnam_Health_College;http://www.dongnam.ac.kr/cms/templete/eng/main/
grid.468824.4;College of the Resurrection;1903;NULL;https://en.wikipedia.org/wiki/College_of_the_Resurrection;http://college.mirfield.org.uk/
grid.468825.5;East Berkshire College;1965;NULL;https://en.wikipedia.org/wiki/East_Berkshire_College;http://www.eastberks.ac.uk/
grid.468826.6;ASA College;1985;NULL;https://en.wikipedia.org/wiki/ASA_College;http://www.asa.edu/
grid.468827.7;East Central Community College;1928;NULL;https://en.wikipedia.org/wiki/East_Central_Community_College;http://www.eccc.edu/
grid.468828.8;Ashkelon Academic College;1967;NULL;https://en.wikipedia.org/wiki/Ashkelon_Academic_College;http://www.ash-college.ac.il/
grid.468829.9;Chhattisgarh Kamdhenu Vishwavidyalaya;2012;NULL;https://en.wikipedia.org/wiki/Chhattisgarh_Kamdhenu_Vishwavidyalaya;http://cgkv.ac.in/
grid.468830.1;East Riding College;2002;NULL;https://en.wikipedia.org/wiki/East_Riding_College;https://www.eastridingcollege.ac.uk/
grid.468831.0;College of Westchester;1915;NULL;https://en.wikipedia.org/wiki/College_of_Westchester;http://www.cw.edu/
grid.468832.3;CollegeAmerica;1964;NULL;https://en.wikipedia.org/wiki/CollegeAmerica;http://www.collegeamerica.edu/
grid.468833.2;Eastern Arizona College;1888;NULL;https://en.wikipedia.org/wiki/Eastern_Arizona_College;https://www.eac.edu/
grid.468835.4;Eastern Medical College and Hospital;2005;NULL;https://en.wikipedia.org/wiki/Eastern_Medical_College;http://www.emccomilla.com/
grid.468836.7;Fareham College;1982;NULL;https://en.wikipedia.org/wiki/Fareham_College;http://www.fareham.ac.uk/
grid.468837.6;Good Shepherd College;1998;NULL;https://en.wikipedia.org/wiki/Good_Shepherd_College;http://www.gsc.ac.nz/
grid.468838.9;Eastern West Virginia Community and Technical College;NULL;NULL;https://en.wikipedia.org/wiki/Eastern_West_Virginia_Community_and_Technical_College;http://www.easternwv.edu/Home.aspx
grid.468839.8;Henderson Community College;1960;NULL;https://en.wikipedia.org/wiki/Henderson_Community_College;http://henderson.kctcs.edu/
grid.468840.6;Eastern Wyoming College;1948;NULL;https://en.wikipedia.org/wiki/Eastern_Wyoming_College;https://ewc.wy.edu/
grid.468841.7;Feather River College;1968;NULL;https://en.wikipedia.org/wiki/Feather_River_College;http://www.frc.edu/
grid.468842.4;Goodenough College;1930;NULL;https://en.wikipedia.org/wiki/Goodenough_College;http://www.goodenough.ac.uk/
grid.468843.5;International Business College - Fort Wayne;1889;NULL;https://en.wikipedia.org/wiki/International_Business_College_(Fort_Wayne,_Indiana);http://www.ibcfortwayne.edu/
grid.468844.2;Henley College;1987;NULL;https://en.wikipedia.org/wiki/Henley_College_(Henley-on-Thames);http://www.henleycol.ac.uk/
grid.468845.3;Paterson Public Schools;1991;NULL;https://en.wikipedia.org/wiki/Paterson_Public_Schools;http://www.paterson.k12.nj.us/
grid.468846.0;Hennepin Technical College;1972;NULL;https://en.wikipedia.org/wiki/Hennepin_Technical_College;https://www.hennepintech.edu/
grid.468847.1;Federal College of Fisheries and Marine Technology;1969;NULL;https://en.wikipedia.org/wiki/Federal_College_of_Fisheries_and_Marine_Technology;http://www.fcfmt.edu.ng/
grid.468848.e;Eastwick College and the HoHoKus Schools;1985;NULL;https://en.wikipedia.org/wiki/Eastwick_College_and_the_HoHoKus_Schools;http://www.eastwick.edu/
