watchers	created_at	assessment	author	editors	revisions	words	unique_references	url	minor_edits	characters	sections	references
0	2010-05-08		EduardoGG	30	39	251	2	https://es.wikipedia.org/wiki/Universidad_de_Nápoles_Federico_II	22	1598	6	2
0	2012-06-11		90.190.45.158	9	13	38	0	https://et.wikipedia.org/wiki/Napoli_ülikool	9	267	0	0
0	2013-08-01		Lipad	14	35	181	7	https://fa.wikipedia.org/wiki/دانشگاه_فدریکو_دوم_(ناپل)	16	1778	4	7
0	2022-04-08		Non-Lurker	1	2	467	3	https://fi.wikipedia.org/wiki/Napolin_yliopisto	0	4423	5	10
0	2005-05-08	ébauche	Arorae	70	107	1308	8	https://fr.wikipedia.org/wiki/Université_de_Naples_-_Frédéric-II	58	8962	10	12
0	2010-09-19		Nettadi	21	43	311	0	https://he.wikipedia.org/wiki/אוניברסיטת_נאפולי_פדריקו_השני	26	3568	2	0
0	2018-09-12		Gyurjoghlyan	5	8	256	7	https://hy.wikipedia.org/wiki/Նեապոլի_համալսարան	4	3579	3	7
0	2019-04-21		Pokepikachu	4	9	106	2	https://id.wikipedia.org/wiki/Universitas_Naples_Federico_II	7	785	3	2
31	2006-06-21		Djechelon	528	1176	1219	18	https://it.wikipedia.org/wiki/Università_degli_Studi_di_Napoli_Federico_II	237	8473	18	22
0	2016-01-26		Rt juris	6	7	15	0	https://ja.wikipedia.org/wiki/ナポリ大学	4	2230	3	0
0	2013-09-07		Polygraphus b	6	10	30	0	https://la.wikipedia.org/wiki/Universitas_Neapolitana	4	241	2	0
0	2009-12-13		Davin	16	43	67	0	https://nl.wikipedia.org/wiki/Universiteit_van_Napels_Federico_II	15	430	6	0
0	2018-02-06		Kåre-Olav	4	5	55	4	https://no.wikipedia.org/wiki/Universitetet_i_Napoli_Federico_II	3	359	3	4
0	2012-03-27		Mateusz.ns	23	38	129	2	https://pl.wikipedia.org/wiki/Uniwersytet_w_Neapolu	24	1029	8	2
0	2006-06-11		Felipe P	19	30	133	4	https://pt.wikipedia.org/wiki/Universidade_de_Nápoles_Federico_II	22	863	2	4
0	2015-03-22		Sîmbotin	6	11	65	4	https://ro.wikipedia.org/wiki/Universitatea_din_Napoli	5	413	2	4
0	2010-06-22		Schekinov Alexey Victorovich	28	59	334	3	https://ru.wikipedia.org/wiki/Неаполитанский_университет	27	4816	5	3
0	2018-09-15		Isko1901	4	6	130	0	https://tl.wikipedia.org/wiki/Unibersidad_ng_Napoles_Federico_II	2	945	0	0
0	2018-04-28		Ayratayrat	1	3	55	0	https://tt.wikipedia.org/wiki/Неаполь_университеты	0	677	2	0
0	2011-06-23		Romanbibwiss	12	28	159	5	https://uk.wikipedia.org/wiki/Неапольський_університет_імені_Фрідріха_II	11	2121	5	6
0	2013-04-24		CoderSIBot	6	8	54	1	https://uz.wikipedia.org/wiki/Neapol_universiteti	5	465	1	1
0	2018-07-29		Rémy Lee	4	4	240	1	https://vi.wikipedia.org/wiki/Đại_học_Napoli_Federico_II	0	1474	6	1
0	2014-12-11		TIY	14	27	24	1	https://zh.wikipedia.org/wiki/那不勒斯腓特烈二世大学	17	948	5	1
55	2003-11-25	Start	217.133.11.205	319	546	1090	13	https://en.wikipedia.org/wiki/University_of_Padua	154	7240	10	13
0	2017-10-24		FFouche	4	7	95	3	https://af.wikipedia.org/wiki/Universiteit_van_Padua	1	604	2	3
0	2010-09-20	بذرة	Eyadhamid	24	64	72	3	https://ar.wikipedia.org/wiki/جامعة_بادوفا	44	729	4	5
0	2020-03-10		Raafat	4	8	43	2	https://arz.wikipedia.org/wiki/جامعة_پادوڤا	5	377	5	2
0	2015-07-14		Cekli829	10	19	264	19	https://az.wikipedia.org/wiki/Padua_Universiteti	6	2461	9	32
0	2012-08-17		178.124.226.146	12	24	192	0	https://be.wikipedia.org/wiki/Падуанскі_ўніверсітэт	9	2760	5	0
0	2017-06-22		Taravyvan Adijene	4	7	377	1	https://be-tarask.wikipedia.org/wiki/Падуанскі_ўнівэрсытэт	4	4986	9	1
0	2006-09-14		Nk	34	56	66	0	https://bg.wikipedia.org/wiki/Падуански_университет	39	836	2	0
0	2012-03-18		Muhammad	16	22	197	2	https://bn.wikipedia.org/wiki/পাদোয়া_বিশ্ববিদ্যালয়	15	3665	1	2
0	2009-04-06		Asfarer	29	48	346	0	https://ca.wikipedia.org/wiki/Universitat_de_Pàdua	34	2144	0	0
0	2008-07-03		Mychajlo	31	43	117	0	https://cs.wikipedia.org/wiki/Padovská_univerzita	31	874	1	0
0	2021-10-10		Adda'r Yw	2	2	332	2	https://cy.wikipedia.org/wiki/Prifysgol_Padova	0	2096	1	4
0	2009-07-29		Brandsen	21	29	68	0	https://da.wikipedia.org/wiki/Università_degli_Studi_di_Padova	20	476	3	0
0	2005-06-26		Speedator	149	245	1321	4	https://de.wikipedia.org/wiki/Universität_Padua	96	10602	19	4
0	2018-12-18		Nikosguard	3	8	94	4	https://el.wikipedia.org/wiki/Πανεπιστήμιο_της_Πάδοβας	5	1161	1	4
0	2006-09-01		L.V.	35	58	459	0	https://eo.wikipedia.org/wiki/Universitato_de_Padovo	36	2969	3	0
0	2006-09-28		Martinmartin	74	109	463	0	https://es.wikipedia.org/wiki/Universidad_de_Padua	50	2877	5	0
0	2019-03-22		Estopedist1	3	3	39	0	https://et.wikipedia.org/wiki/Padova_ülikool	1	310	2	0
0	2017-06-17		Euskaldunaa	5	5	35	0	https://eu.wikipedia.org/wiki/Paduako_Unibertsitatea	3	282	1	0
0	2018-06-01		Poya-P	11	26	95	3	https://fa.wikipedia.org/wiki/دانشگاه_پادووا	8	1000	2	3
0	2006-12-01		Usp	34	48	116	4	https://fi.wikipedia.org/wiki/Padovan_yliopisto	35	1022	4	5
0	2005-05-03	BD	Arorae	111	208	696	2	https://fr.wikipedia.org/wiki/Université_de_Padoue	113	4869	16	2
0	2008-03-12		Sionnach	19	32	68	0	https://gd.wikipedia.org/wiki/Oilthigh_Phadua	24	442	4	0
0	2008-10-09		132.74.1.4	51	82	862	0	https://he.wikipedia.org/wiki/אוניברסיטת_פדובה	49	10171	6	0
0	2018-02-01	???	Voxfax	11	39	763	8	https://hu.wikipedia.org/wiki/Padovai_Egyetem	6	6295	10	8
0	2020-08-28		Հեննի	4	8	114	4	https://hy.wikipedia.org/wiki/Պադովայի_համալսարան	2	1767	6	4
0	2011-07-06		Bluez bekztra	15	25	90	2	https://id.wikipedia.org/wiki/Universitas_Padova	20	675	3	2
39	2005-10-16		Trovatore	375	1018	2179	14	https://it.wikipedia.org/wiki/Università_degli_Studi_di_Padova	231	14957	21	14
0	2004-11-24		Ciro	48	61	21	0	https://ja.wikipedia.org/wiki/パドヴァ大学	38	1378	5	0
0	2008-06-19		Paulo	40	159	711	0	https://ko.wikipedia.org/wiki/파도바_대학교	113	8052	4	0
0	2012-02-03		Gaudio	17	34	40	2	https://la.wikipedia.org/wiki/Universitas_Patavina	17	326	4	2
0	2010-02-13		Brox	12	25	187	3	https://lt.wikipedia.org/wiki/Padujos_universitetas	15	1547	5	3
0	2015-12-13		Edgars2007	1	3	87	2	https://lv.wikipedia.org/wiki/Padujas_Universitāte	1	748	2	2
0	2022-04-14		Dentedeleone	1	3	515	11	https://mk.wikipedia.org/wiki/Падовски_универзитет	0	6344	10	12
0	2008-01-23		Sankalpdravid	6	7	19	0	https://mr.wikipedia.org/wiki/पादोव्हा_विद्यापीठ	4	278	0	0
0	2008-11-16		SvenDK	33	95	406	1	https://nl.wikipedia.org/wiki/Universiteit_van_Padua	28	3012	3	1
0	2006-11-18		Chrisglie	36	53	47	3	https://no.wikipedia.org/wiki/Universitetet_i_Padova	37	254	3	3
0	2006-07-21		Ciszewski W	80	125	471	8	https://pl.wikipedia.org/wiki/Uniwersytet_Padewski	66	3675	6	9
0	2009-01-16		Borichèt	16	25	31	0	https://pms.wikipedia.org/wiki/Università_ëd_Pàdoa	18	208	0	0
0	2006-06-11		Felipe P	44	69	417	5	https://pt.wikipedia.org/wiki/Universidade_de_Pádua	40	2683	11	5
0	2016-02-04		Sîmbotin	5	48	997	8	https://ro.wikipedia.org/wiki/Universitatea_din_Padova	19	7489	8	12
0	2009-02-27		Mitrius	61	102	319	7	https://ru.wikipedia.org/wiki/Падуанский_университет	35	4538	8	7
0	2014-03-04		AmaryllisGardener	3	4	64	2	https://sco.wikipedia.org/wiki/Varsity_o_Padua	0	601	1	2
0	2013-12-13		Vitek	6	18	481	2	https://sh.wikipedia.org/wiki/Univerzitet_u_Padovi	3	3428	3	8
0	2007-08-29		Phaedriel	29	43	124	1	https://simple.wikipedia.org/wiki/University_of_Padua	36	769	4	1
0	2006-08-06		Wizzo-Bot	28	40	48	0	https://sk.wikipedia.org/wiki/Padovská_univerzita	31	320	2	0
0	2006-04-16		Klemen Kocjancic	27	47	71	1	https://sl.wikipedia.org/wiki/Univerza_v_Padovi	42	466	4	1
0	2010-07-16		Јакша	16	32	86	1	https://sr.wikipedia.org/wiki/Универзитет_у_Падови	22	960	5	1
0	2006-05-03		NERIUM	46	68	73	0	https://sv.wikipedia.org/wiki/Universitetet_i_Padua	41	505	2	0
0	2018-05-22		Isko1901	3	6	118	3	https://tl.wikipedia.org/wiki/Unibersidad_ng_Padua	2	817	1	3
0	2006-08-09	Taslak	Burak Onurlu	35	52	36	0	https://tr.wikipedia.org/wiki/Padova_Üniversitesi	38	325	0	0
0	2011-06-25		Володимир Ф	28	82	595	6	https://uk.wikipedia.org/wiki/Падуанський_університет	24	8045	15	6
0	2006-08-20		L.V.	32	66	69	0	https://vec.wikipedia.org/wiki/Università_dei_Studi_de_Pàdoa	51	408	5	0
0	2011-05-21		123.28.252.178	20	37	272	4	https://vi.wikipedia.org/wiki/Đại_học_Padova	24	1718	2	4
0	2011-12-28		Alfredo ougaowen	25	52	125	6	https://zh.wikipedia.org/wiki/帕多瓦大學	23	5242	11	6
0	2005-06-25	Start	Angelo.romano	77	129	330	0	https://en.wikipedia.org/wiki/University_of_Palermo	29	2239	8	0
0	2014-03-20	بذرة	محمد عبد الغني	8	42	201	3	https://ar.wikipedia.org/wiki/جامعة_باليرمو	14	2136	7	4
0	2021-11-01		HitomiAkane	2	3	31	2	https://arz.wikipedia.org/wiki/جامعة_باليرمو	2	305	5	2
0	2015-12-30		Cekli829	3	5	22	1	https://az.wikipedia.org/wiki/Palermo_Universiteti	2	199	4	1
0	2022-02-01		ElisavetaIvanova	2	2	24	0	https://be.wikipedia.org/wiki/Палермскі_ўніверсітэт	0	315	3	0
0	2014-08-07		MarisaLR	14	34	297	2	https://ca.wikipedia.org/wiki/Universitat_de_Palerm	20	1865	5	2
0	2006-07-04		Foundert	40	65	317	0	https://de.wikipedia.org/wiki/Universität_Palermo	32	3074	5	0
0	2021-04-05		V-astro	1	1	326	0	https://el.wikipedia.org/wiki/Πανεπιστήμιο_του_Παλέρμο	0	3773	7	0
0	2019-04-04		AndyHM	3	5	212	0	https://eo.wikipedia.org/wiki/Universitato_de_Palermo	0	1268	0	0
0	2008-03-25		Antur	33	37	231	0	https://es.wikipedia.org/wiki/Universidad_de_Estudios_de_Palermo	18	1419	3	0
0	2017-01-13		Kk	3	5	19	1	https://et.wikipedia.org/wiki/Palermo_ülikool	2	138	2	1
0	2018-06-02		Poya-P	2	11	31	0	https://fa.wikipedia.org/wiki/دانشگاه_پالرمو	6	304	2	0
0	2005-10-22	ébauche	Arorae	40	58	214	2	https://fr.wikipedia.org/wiki/Université_de_Palerme	33	1616	7	2
0	2017-11-23	???	Voxfax	14	60	1360	10	https://hu.wikipedia.org/wiki/Palermói_Egyetem	14	11217	33	10
0	2019-04-21		Pokepikachu	2	4	58	1	https://id.wikipedia.org/wiki/Universitas_Palermo	3	673	4	1
0	2006-01-26		Pinkflag	284	874	1485	37	https://it.wikipedia.org/wiki/Università_degli_Studi_di_Palermo	204	10138	27	49
0	2019-03-31		Gaudio	3	6	93	1	https://la.wikipedia.org/wiki/Universitas_Panormitana	3	733	2	1
0	2012-04-18		Cocu	6	9	34	0	https://no.wikipedia.org/wiki/Universitetet_i_Palermo	8	228	2	0
0	2011-03-17		Diego Vieira da Silva	5	10	32	0	https://pt.wikipedia.org/wiki/Universidade_de_Palermo	4	212	1	0
0	2016-10-11		Sîmbotin	2	23	435	4	https://ro.wikipedia.org/wiki/Universitatea_din_Palermo	8	3126	5	4
0	2009-10-18		Slb nsk	20	29	178	0	https://ru.wikipedia.org/wiki/Университет_Палермо	12	2250	3	0
0	2008-10-26		Maurice Carbonaro	15	29	314	0	https://scn.wikipedia.org/wiki/Univirsitati_di_li_Studi_di_Palermu	11	2017	4	0
0	2018-08-17		Isko1901	2	4	123	0	https://tl.wikipedia.org/wiki/Unibersidad_ng_Palermo	1	832	0	0
0	2014-06-19		Ehlla	8	10	180	2	https://uk.wikipedia.org/wiki/Палермський_університет	4	2177	3	3
0	2007-05-16		58.186.250.2	23	42	332	0	https://vi.wikipedia.org/wiki/Đại_học_Palermo	26	2037	5	0
0	2011-06-26		Mihara57	10	15	21	0	https://zh.wikipedia.org/wiki/巴勒莫大学	9	560	3	0
0	2004-02-03	Start	Nico~enwiki	120	183	363	22	https://en.wikipedia.org/wiki/University_of_Parma	40	2530	8	23
0	2014-03-24	???	محمد عبد الغني	8	49	259	4	https://ar.wikipedia.org/wiki/جامعة_بارما	21	2638	7	4
0	2021-11-01		HitomiAkane	2	3	31	3	https://arz.wikipedia.org/wiki/جامعة_بارما	2	283	5	3
0	2018-03-20		Tradubot	6	24	225	4	https://ast.wikipedia.org/wiki/Universidá_de_Parma	22	1398	7	4
0	2022-01-29		ElisavetaIvanova	3	4	22	0	https://be.wikipedia.org/wiki/Пармскі_ўніверсітэт	1	285	3	0
0	2015-06-27		IqbalHossain	5	6	37	0	https://bn.wikipedia.org/wiki/পারমা_বিশ্ববিদ্যালয়	3	763	3	0
0	2018-12-04		Pinshiulo	7	15	247	4	https://ca.wikipedia.org/wiki/Universitat_de_Parma	11	1438	7	4
0	2020-05-29		VitVit	5	9	88	0	https://cs.wikipedia.org/wiki/Parmská_univerzita	3	628	6	0
0	2005-11-24		134.169.99.111	48	63	250	6	https://de.wikipedia.org/wiki/Universität_Parma	30	2577	5	6
0	2013-02-14		Nioger	14	28	245	4	https://es.wikipedia.org/wiki/Universidad_de_Parma	10	1468	8	4
0	2005-04-23	ébauche	Arorae	37	68	154	0	https://fr.wikipedia.org/wiki/Université_de_Parme	33	1139	4	0
0	2019-04-22		Pokepikachu	4	12	75	3	https://id.wikipedia.org/wiki/Universitas_Parma	9	554	4	3
0	2006-01-27		87.6.44.37	171	334	452	12	https://it.wikipedia.org/wiki/Università_degli_Studi_di_Parma	95	3240	12	14
0	2022-03-07		Loukas	3	5	988	24	https://pl.wikipedia.org/wiki/Uniwersytet_w_Parmie	0	7644	10	29
0	2010-08-15		Lgtrapp	7	7	36	1	https://pt.wikipedia.org/wiki/Universidade_de_Parma	4	224	1	1
0	2020-03-01		Sîmbotin	1	27	672	15	https://ro.wikipedia.org/wiki/Universitatea_din_Parma	13	4990	6	17
0	2020-03-30		Wikisaurus	5	21	1270	17	https://ru.wikipedia.org/wiki/Пармский_университет	4	16663	9	24
0	2019-06-05		MirkoS18	3	4	92	0	https://sh.wikipedia.org/wiki/Univerzitet_u_Parmi	1	643	3	0
0	2010-09-23		Sazaja	3	5	24	1	https://th.wikipedia.org/wiki/มหาวิทยาลัยปาร์มา	2	667	1	1
0	2016-12-30	Taslak	Lawlss	6	8	23	1	https://tr.wikipedia.org/wiki/Parma_Üniversitesi	5	205	3	1
0	2021-12-05		103.48.25.250	2	2	21	0	https://ur.wikipedia.org/wiki/جامعہ_پارما	1	192	0	0
0	2020-06-14		人人生來平等	5	42	30	35	https://zh.wikipedia.org/wiki/帕爾馬大學	3	2355	7	39
0	2004-05-19	Start	81.208.60.194	198	415	2524	207	https://en.wikipedia.org/wiki/University_of_Pavia	161	16461	29	231
0	2011-06-06	???	محمد عبد الغني	24	64	260	6	https://ar.wikipedia.org/wiki/جامعة_بافيا	45	2775	6	6
0	2021-11-01		HitomiAkane	2	3	27	2	https://arz.wikipedia.org/wiki/جامعة_بافيا	2	247	5	2
0	2015-10-11		Cekli829	5	8	35	1	https://az.wikipedia.org/wiki/Pavia_Universiteti	4	315	5	1
0	2017-09-02		Maxeeder	3	6	64	0	https://azb.wikipedia.org/wiki/پاویا_بیلیم‌یوردو	2	892	1	0
0	2017-02-28		178.124.121.62	3	5	138	0	https://be.wikipedia.org/wiki/Павійскі_ўніверсітэт	0	1865	1	0
0	2009-01-05		JoanKeops	20	41	159	0	https://ca.wikipedia.org/wiki/Universitat_de_Pavia	21	1020	2	0
0	2016-09-11		Lsjbot	2	5	168	9	https://ceb.wikipedia.org/wiki/Universita_di_Pavia	1	1051	3	12
0	2020-04-14		Ioannes Pragensis	6	13	555	9	https://cs.wikipedia.org/wiki/Univerzita_v_Pavii	5	4009	3	14
0	2006-02-16		Gancho	85	123	398	5	https://de.wikipedia.org/wiki/Universität_Pavia	53	3689	6	7
0	2008-04-20		Romanesco	21	25	35	1	https://el.wikipedia.org/wiki/Πανεπιστήμιο_της_Παβία	17	398	3	1
0	2014-04-26		201.48.55.137	7	19	86	0	https://eo.wikipedia.org/wiki/Universitato_de_Pavio	1	539	2	0
0	2007-07-08		Joane	38	45	286	0	https://es.wikipedia.org/wiki/Universidad_de_Pavía	31	1919	4	0
0	2011-11-14		Persia	20	50	117	0	https://fa.wikipedia.org/wiki/دانشگاه_پاویا	28	1257	6	0
0	2005-10-22	ébauche	Arorae	54	98	84	1	https://fr.wikipedia.org/wiki/Université_de_Pavie	45	601	6	1
0	2010-08-08		Micbahar	38	87	525	0	https://he.wikipedia.org/wiki/אוניברסיטת_פאביה	41	6371	6	0
0	2016-07-06		Armineaghayan	4	10	343	3	https://hy.wikipedia.org/wiki/Պավիայի_համալսարան	4	4934	4	3
0	2019-04-19		Pokepikachu	4	28	394	124	https://id.wikipedia.org/wiki/Universitas_Pavia	23	3022	10	133
0	2005-03-12		Ggonnell	344	800	3632	53	https://it.wikipedia.org/wiki/Università_degli_Studi_di_Pavia	221	24598	21	54
0	2006-10-13		147.145.40.43	27	30	12	0	https://ja.wikipedia.org/wiki/パヴィア大学	21	1019	5	0
0	2017-09-16		Sangjinhwa	6	16	332	0	https://ko.wikipedia.org/wiki/파비아_대학교	9	3888	1	0
0	2011-12-03		Alex1011	16	37	66	0	https://la.wikipedia.org/wiki/Universitas_Ticinensis	9	464	4	0
0	2008-09-25		Vincenthendriks	32	36	157	0	https://nl.wikipedia.org/wiki/Universiteit_van_Pavia	23	933	4	0
0	2006-06-22		Ciszewski W	47	62	146	0	https://pl.wikipedia.org/wiki/Uniwersytet_w_Pawii	35	1089	5	0
0	2007-07-21		NH~ptwiki	24	27	367	0	https://pt.wikipedia.org/wiki/Universidade_de_Pavia	18	2331	1	0
0	2016-10-19		Sîmbotin	8	47	863	5	https://ro.wikipedia.org/wiki/Universitatea_din_Pavia	20	6520	10	7
0	2012-11-30		Dimitris	21	33	202	0	https://ru.wikipedia.org/wiki/Павийский_университет	7	2814	3	0
0	2006-05-03		NERIUM	26	36	66	0	https://sv.wikipedia.org/wiki/Universitetet_i_Pavia	17	435	1	0
0	2020-10-28		VASHGIRD	1	3	46	0	https://tg.wikipedia.org/wiki/Донишгоҳи_Повиё	0	503	1	0
0	2018-12-13		Isko1901	2	3	74	1	https://tl.wikipedia.org/wiki/Unibersidad_ng_Pavia	1	521	1	1
0	2006-09-07	Taslak	Burak Onurlu	29	43	22	0	https://tr.wikipedia.org/wiki/Pavia_Üniversitesi	24	178	0	0
0	2014-02-14		Ehlla	9	13	175	3	https://uk.wikipedia.org/wiki/Павійський_університет	3	2365	5	3
0	2010-09-15		113.169.151.162	18	27	179	0	https://vi.wikipedia.org/wiki/Đại_học_Pavia	21	1091	5	0
0	2010-04-17		Tianyamm2	25	81	98	14	https://zh.wikipedia.org/wiki/帕维亚大学	57	2288	21	14
39	2004-02-03	Start	Nico~enwiki	267	509	2392	14	https://en.wikipedia.org/wiki/University_of_Pisa	108	15072	19	15
0	2014-03-20	???	محمد عبد الغني	8	65	322	11	https://ar.wikipedia.org/wiki/جامعة_بيزا	22	3565	17	14
0	2020-03-01		Raafat	3	7	46	5	https://arz.wikipedia.org/wiki/جامعة_بيزا	5	361	5	5
0	2015-01-27		Biql	6	15	24	16	https://az.wikipedia.org/wiki/Piza_Universiteti	3	211	5	17
0	2017-09-02		Maxeeder	2	7	64	0	https://azb.wikipedia.org/wiki/پیزا_بیلیم‌یوردو	5	879	3	0
0	2011-12-13		178.126.1.144	12	16	66	0	https://be.wikipedia.org/wiki/Пізанскі_ўніверсітэт	9	886	1	0
0	2006-09-14		Nk	19	40	50	0	https://bg.wikipedia.org/wiki/Пизански_университет	31	496	1	0
0	2014-07-08		Engr.Raju	7	14	235	7	https://bn.wikipedia.org/wiki/পিসা_বিশ্ববিদ্যালয়	8	4209	6	9
0	2010-05-08		Javierito92	24	36	121	1	https://ca.wikipedia.org/wiki/Universitat_de_Pisa	25	705	3	1
0	2010-08-26		Lenny.fort	22	30	90	0	https://cs.wikipedia.org/wiki/Univerzita_v_Pise	23	607	2	0
0	2005-09-03		Lucarelli	71	93	279	5	https://de.wikipedia.org/wiki/Universität_Pisa	63	2842	5	5
0	2017-09-28		SuperSomeone	5	8	202	0	https://el.wikipedia.org/wiki/Πανεπιστήμιο_της_Πίζας	2	2498	6	0
0	2012-03-23		Narvalo	13	17	109	0	https://eo.wikipedia.org/wiki/Universitato_de_Pizo	7	706	3	0
0	2008-03-19		Antur	57	88	134	2	https://es.wikipedia.org/wiki/Universidad_de_Pisa	48	823	4	2
0	2015-02-18		علیرضا	7	8	15	1	https://fa.wikipedia.org/wiki/دانشگاه_پیزا	3	152	4	1
0	2006-11-25		Usp	29	35	116	1	https://fi.wikipedia.org/wiki/Pisan_yliopisto	29	1017	2	3
0	2004-10-26	ébauche	83.157.28.2	81	155	1447	7	https://fr.wikipedia.org/wiki/Université_de_Pise	89	10254	14	9
0	2021-03-05		Xoio	1	2	297	2	https://gl.wikipedia.org/wiki/Universidade_de_Pisa	0	2020	7	3
0	2013-02-24		Ranbar	15	43	504	1	https://he.wikipedia.org/wiki/אוניברסיטת_פיזה	24	5883	4	1
0	2018-03-21	???	Voxfax	5	15	103	0	https://hu.wikipedia.org/wiki/Pisai_Egyetem	2	851	8	0
0	2016-09-05		Armineaghayan	5	17	1006	17	https://hy.wikipedia.org/wiki/Պիզայի_համալսարան	2	15844	7	21
0	2011-04-04		Guybrush1979	11	18	108	1	https://id.wikipedia.org/wiki/Universitas_Pisa	16	736	4	1
35	2005-01-06		Franztanz	339	1507	2218	16	https://it.wikipedia.org/wiki/Università_di_Pisa	178	14782	21	17
0	2007-02-23		Ciro	40	54	73	8	https://ja.wikipedia.org/wiki/ピサ大学	30	8758	5	9
0	2009-08-17		121.137.61.218	23	37	114	0	https://ko.wikipedia.org/wiki/피사_대학교	27	1103	3	0
0	2012-02-03		Gaudio	10	16	28	0	https://la.wikipedia.org/wiki/Universitas_Pisana	11	227	1	0
0	2008-01-23		Sankalpdravid	11	16	31	0	https://mr.wikipedia.org/wiki/पिसा_विद्यापीठ	14	489	1	0
0	2009-12-23		Aleichem	24	36	32	0	https://nl.wikipedia.org/wiki/Universiteit_van_Pisa	21	211	2	0
0	2011-03-06		Ulflarsen	14	24	49	0	https://no.wikipedia.org/wiki/Universitetet_i_Pisa	16	306	0	0
0	2020-02-10		Serjatt6	3	3	138	0	https://pa.wikipedia.org/wiki/ਪੀਸਾ_ਯੂਨੀਵਰਸਿਟੀ	1	1901	0	0
0	2008-08-11		Mpfiz	25	33	153	0	https://pl.wikipedia.org/wiki/Uniwersytet_w_Pizie	28	1185	2	0
0	2017-12-12		Franjklogos	3	6	26	0	https://pms.wikipedia.org/wiki/Università_ëd_Pisa	4	150	1	0
0	2006-06-11		Felipe P	33	45	41	0	https://pt.wikipedia.org/wiki/Universidade_de_Pisa	29	267	2	0
0	2016-06-07		Sîmbotin	4	64	1337	16	https://ro.wikipedia.org/wiki/Universitatea_din_Pisa	22	9641	6	19
0	2010-03-03		LGB	30	53	387	1	https://ru.wikipedia.org/wiki/Пизанский_университет	17	5252	5	2
0	2010-01-01		NERIUM	17	25	74	1	https://sv.wikipedia.org/wiki/Universitetet_i_Pisa	17	522	2	1
0	2020-10-28		VASHGIRD	1	4	43	1	https://tg.wikipedia.org/wiki/Донишгоҳи_Пизо	0	525	1	1
0	2018-08-14		Isko1901	3	6	141	1	https://tl.wikipedia.org/wiki/Unibersidad_ng_Pisa	1	989	1	1
0	2006-08-09	Taslak	Burak Onurlu	30	43	50	0	https://tr.wikipedia.org/wiki/Pisa_Üniversitesi	31	421	0	0
0	2013-12-16		Ehlla	4	14	356	0	https://uk.wikipedia.org/wiki/Пізанський_університет	0	4803	4	0
0	2009-05-25		Discovery1998	21	35	77	1	https://vi.wikipedia.org/wiki/Đại_học_Pisa	23	468	1	2
0	2010-04-11		Tianyamm2	28	72	38	5	https://zh.wikipedia.org/wiki/比萨大学	16	4146	8	5
74	2004-11-29	C	Panairjdde~enwiki	503	1006	1179	40	https://en.wikipedia.org/wiki/Sapienza_University_of_Rome	257	7743	15	41
0	2017-10-24		FFouche	5	10	133	5	https://af.wikipedia.org/wiki/Universiteit_van_Rome	2	929	1	5
0	2008-07-20	???	Riadismet	43	119	406	10	https://ar.wikipedia.org/wiki/جامعة_روما_سابينزا	84	4499	6	12
0	2020-03-17		Raafat	3	7	43	5	https://arz.wikipedia.org/wiki/جامعة_روما_سابينزا	3	422	6	6
0	2018-02-24		Tradubot	7	42	1314	0	https://ast.wikipedia.org/wiki/Universidá_de_Roma_La_Sapienza	40	8904	9	0
0	2011-03-10		212.47.132.239	16	34	24	2	https://az.wikipedia.org/wiki/Roma_Sapientsa_Universiteti	24	207	5	2
0	2017-09-02		Maxeeder	3	9	72	0	https://azb.wikipedia.org/wiki/ساپینزا_رم_بیلیم‌یوردو	5	948	3	0
0	2019-08-23		Ryanag	2	5	209	12	https://ba.wikipedia.org/wiki/Сапиенца_(университет)	0	2877	5	13
0	2012-02-26		Чаховіч Уладзіслаў	11	19	139	1	https://be.wikipedia.org/wiki/Рымскі_ўніверсітэт_«Ла_Сапіенца»	10	1890	2	1
0	2015-02-08		Пища Хуфнагел	10	26	169	6	https://bg.wikipedia.org/wiki/Римски_университет_„Сапиенца“	11	1966	4	6
0	2018-11-26		Rafi Bin Tofa	6	8	132	9	https://bn.wikipedia.org/wiki/রোম_সাপিয়েনজা_বিশ্ববিদ্যালয়	4	2783	2	9
0	2012-03-11		Cristianrodenas	21	37	143	6	https://ca.wikipedia.org/wiki/Universitat_de_Roma_La_Sapienza	25	880	3	7
0	2010-02-02		78.98.33.219	28	58	48	2	https://cs.wikipedia.org/wiki/Univerzita_La_Sapienza	45	363	6	2
0	2009-07-29		Brandsen	21	40	107	2	https://da.wikipedia.org/wiki/Sapienza_-_Università_di_Roma	35	831	2	2
31	2006-03-13		Fb78	119	187	421	4	https://de.wikipedia.org/wiki/Universität_La_Sapienza	94	3864	7	8
0	2008-04-20		Romanesco	27	52	116	2	https://el.wikipedia.org/wiki/Πανεπιστήμιο_Σαπιέντσα_Ρώμης	45	1424	4	2
0	2016-03-20		Kani	7	17	110	3	https://eo.wikipedia.org/wiki/Universitato_'Sapienza'_de_Romo	3	846	2	3
0	2006-11-02		Keemarakarkee	90	157	1422	2	https://es.wikipedia.org/wiki/Universidad_de_Roma_La_Sapienza	98	9252	11	2
0	2019-06-18		Estopedist1	3	4	30	0	https://et.wikipedia.org/wiki/Rooma_La_Sapienza_Ülikool	1	209	1	0
