grid_id	(No column name)
grid.487408.7	9
grid.509775.9	5
grid.426339.9	5
grid.441648.b	3
grid.444894.1	2
grid.486376.8	1
grid.466891.4	542
grid.452432.6	23
grid.487662.9	6
grid.491686.4	9
grid.429612.a	1
grid.418318.7	24
grid.498048.9	983
grid.510259.a	270
grid.442858.7	417
grid.6810.f	3565
grid.412835.9	1211
grid.414641.2	88
grid.511303.5	11
grid.427077.1	11
grid.510014.1	2
grid.451634.1	1
grid.280924.5	1
grid.481270.8	1
grid.414887.6	89
grid.459542.b	156
grid.496749.1	22
grid.445939.6	87
grid.422077.4	10
grid.462094.d	17
grid.414010.0	109
grid.415203.1	651
grid.471456.5	31
grid.511719.a	21
grid.490115.8	71
grid.509470.f	14
grid.451628.c	1
grid.461965.9	1
grid.459427.9	3
grid.482446.8	2
grid.482939.d	15
grid.498964.e	2
grid.441973.c	8
grid.444679.c	1
grid.506811.b	24
grid.425772.1	8
grid.419187.2	93
grid.464982.5	76
grid.493248.0	40
grid.469013.9	26
grid.458463.8	1963
grid.45203.30	1818
grid.443429.c	42
grid.458801.0	135
grid.260049.9	223
grid.411074.7	3769
grid.468813.0	1
grid.416517.0	4
grid.490683.0	3
grid.503012.5	133
grid.486974.0	3
grid.508372.b	15
grid.473840.c	14
grid.422829.7	2
grid.419081.5	3
grid.434918.3	1182
grid.248762.d	2810
grid.450002.3	892
grid.462218.b	270
grid.426299.2	19
grid.440901.8	139
grid.425205.4	100
grid.449767.f	102
grid.418628.1	806
grid.6979.1	5720
grid.422273.2	18
grid.442329.a	115
grid.475847.d	3
grid.413884.2	4
grid.500801.c	1
grid.496983.9	12
grid.500884.1	2
grid.477173.1	12
grid.461455.7	3
grid.480842.2	5
grid.413988.f	10
grid.442870.d	48
grid.421219.d	24
grid.444772.6	38
grid.428409.3	11
grid.471476.7	35
grid.495519.5	14
grid.33199.31	36711
grid.507725.2	147
grid.276808.3	378
grid.417956.8	79
grid.457025.1	236
grid.417650.1	183
grid.503115.3	1
grid.420816.9	2
grid.468003.9	2
grid.507848.6	10
grid.460897.4	100
grid.414670.0	67
grid.417726.1	38
grid.499429.b	3
grid.507623.5	5
grid.411608.a	363
grid.417823.b	132
grid.439081.7	319
grid.488847.f	108
grid.474553.4	44
grid.445613.1	28
grid.7692.a	14956
grid.468402.c	13
grid.445214.2	323
grid.411724.5	337
grid.494798.f	26
grid.418954.5	386
grid.460981.2	1
grid.456102.4	1
grid.473090.9	6
grid.431946.d	1
grid.410449.c	4
grid.469377.8	5
grid.433376.6	5
grid.448144.9	3
grid.462970.e	169
grid.483964.4	96
grid.413762.5	64
grid.432446.3	25
grid.425280.9	48
grid.442998.a	81
grid.499510.0	6
grid.462002.2	107
grid.495391.3	2
grid.473654.7	3
grid.460804.e	2
grid.497683.7	1
grid.510715.7	1
grid.497155.b	3
grid.435012.1	1
grid.421785.d	4
grid.480784.7	3
grid.420758.c	3
grid.430120.4	1
grid.467476.0	12
grid.439665.b	4
grid.490379.0	22
grid.449497.3	9
grid.438563.f	5
grid.416023.2	90
grid.507239.a	46
grid.464927.a	45
grid.507475.4	6
grid.421158.b	6
grid.497121.8	11
grid.16872.3a	11137
grid.441888.9	109
grid.462677.6	344
grid.416565.5	931
grid.452407.0	252
grid.416442.1	115
grid.455604.6	1
grid.456782.a	2
grid.445781.b	2
grid.434353.6	1
grid.453270.7	6
grid.460700.5	1
grid.490444.9	3
grid.460505.2	1
grid.503309.c	1
grid.468711.d	1
grid.11553.33	5455
grid.28371.3f	117
grid.421127.3	38
grid.470125.5	57
grid.468714.8	5
grid.506047.0	16
grid.417661.3	95
grid.415619.e	385
grid.488618.b	13
grid.494514.9	187
grid.460892.1	50
grid.460478.9	60
grid.462892.3	18
grid.475839.4	4
grid.496635.b	8
grid.421410.2	2
grid.446226.0	4
grid.464059.a	6
grid.477132.4	73
grid.466751.7	38
grid.437589.4	3
grid.461430.4	3
grid.507954.a	13
grid.471013.0	75
grid.495434.b	250
grid.442250.5	218
grid.420112.4	909
grid.418705.f	1315
grid.425537.2	204
grid.498634.4	2
grid.435269.f	4
grid.476547.3	1
grid.428011.e	5
grid.472106.6	6
grid.506569.9	3
grid.444055.4	15
grid.493314.8	5
grid.449840.5	358
grid.452231.3	38
grid.449269.4	313
grid.481353.8	6
grid.500634.4	86
grid.410988.c	6
grid.423563.5	331
grid.4818.5	14616
grid.503139.d	15
grid.419046.e	137
grid.508691.3	80
grid.421918.7	59
grid.434315.4	5
grid.510145.4	6
grid.490686.5	10
grid.420744.1	4
grid.446090.f	3
grid.507597.9	3
grid.436401.4	19
grid.457451.6	5
grid.495450.9	14
grid.497608.4	16
grid.462027.5	16
grid.444301.6	12
grid.413325.2	80
grid.1057.3	614
grid.482544.b	15
grid.4527.4	1398
grid.414944.8	951
grid.416171.4	186
grid.491589.8	2
grid.457623.1	2
grid.504672.2	2
grid.425555.6	2
grid.481735.c	1
grid.505521.6	1
grid.486934.4	2
grid.448569.2	5
grid.477075.6	5
grid.432630.0	5
grid.502124.0	3
grid.427538.f	2
grid.267778.b	469
grid.420985.2	134
grid.452470.0	100
grid.472369.d	31
grid.438038.4	68
grid.437367.2	25
grid.412030.4	4093
grid.492938.d	9
grid.416030.0	259
grid.264759.b	759
grid.413553.5	98
grid.8048.4	5506
grid.437110.0	2
grid.450592.f	9
grid.488289.7	35
grid.461215.5	10
grid.431489.3	15
grid.467194.9	1
grid.508376.f	1
grid.37640.36	1341
grid.411953.b	795
grid.494868.f	19
grid.484571.b	7
grid.418522.8	5
grid.489442.7	11
grid.423598.1	66
grid.419843.3	303
grid.413935.9	912
grid.461547.5	77
grid.426976.8	2
grid.506391.8	12
grid.447249.8	1
grid.455090.d	2
grid.431292.f	5
grid.511344.6	1
grid.443278.e	2
grid.499275.4	5
grid.425249.c	1
grid.431349.8	7
grid.509609.3	7
grid.464324.3	7
grid.475347.6	6
grid.487556.d	4
grid.443587.9	3
grid.416898.a	30
grid.467153.2	103
grid.415632.7	77
grid.423097.b	69
grid.463959.4	57
grid.467919.4	9
grid.499263.3	9
grid.465790.9	13
grid.496416.8	16
grid.507392.a	4
grid.508615.f	4
grid.463013.3	1
grid.512390.c	98
grid.477860.a	48
grid.464846.c	6
grid.251017.0	650
grid.418727.f	357
grid.456198.7	42
grid.459999.1	1
grid.509094.1	24
grid.471874.9	23
grid.461838.0	11
grid.454848.1	3
grid.469510.f	2
grid.470851.f	3
grid.490383.5	6
grid.498990.5	27
grid.281043.c	37
grid.511715.6	30
grid.457187.8	17
grid.437398.2	2
grid.425908.2	213
grid.434805.e	37
grid.450329.9	34
grid.450365.1	64
grid.450981.1	107
grid.509643.d	2
grid.415008.8	22
grid.414871.f	100
grid.261174.7	146
grid.459760.9	145
grid.239546.f	3056
grid.411530.2	536
grid.482786.7	71
grid.483092.4	9
grid.447861.8	6
grid.488672.7	12
grid.487272.c	1
grid.441077.1	1
grid.458591.4	7
grid.483875.5	5
grid.490491.1	17
grid.508140.8	16
grid.415231.0	14
grid.421088.7	1
grid.460119.b	191
grid.473661.1	105
grid.496629.6	10
grid.448799.f	61
grid.449396.5	19
grid.506605.0	15
grid.7177.6	22562
grid.416729.f	67
grid.459337.f	42
grid.413462.6	180
grid.429141.b	263
grid.415068.e	135
grid.444731.1	183
grid.479987.c	80
grid.496766.c	193
grid.410867.c	46
grid.4563.4	21428
grid.1005.4	36815
grid.445207.0	2
grid.509873.0	1
grid.476926.8	2
grid.492370.b	2
grid.483928.c	1
grid.466069.b	5
grid.420084.a	3
grid.426376.2	4
grid.487694.0	4
grid.444630.1	19
grid.491115.9	76
grid.430258.8	32
grid.460399.1	11
grid.497162.f	2
grid.497088.a	3
grid.510135.3	7
grid.417069.d	42
grid.459609.7	441
grid.416164.0	172
grid.493308.5	95
grid.465397.a	159
grid.439360.b	2
grid.481769.5	1
grid.454039.f	2
grid.482739.3	5
grid.467091.d	1
grid.505780.f	1
grid.33998.38	791
grid.453129.8	21
grid.435363.4	11
grid.469465.c	8
grid.430196.9	13
grid.457119.f	12
grid.488907.a	55
grid.503310.4	70
grid.461802.9	292
grid.410348.a	1899
grid.415601.7	30
grid.444191.d	1366
grid.512348.9	15
grid.446676.1	6
grid.492749.5	1
grid.445215.3	6
grid.509348.3	2
grid.512234.3	116
grid.493241.9	6
grid.451105.4	4
grid.478734.b	7
grid.481952.3	4
grid.504670.0	2
grid.507664.6	43
grid.418683.0	228
grid.473508.d	12
grid.13687.3b	45
grid.512231.6	33
grid.492858.a	2
grid.462979.7	513
grid.418844.5	140
grid.421940.a	153
grid.482857.4	141
grid.426208.a	304
grid.512777.1	32
grid.438865.4	1
grid.470801.a	1
grid.506650.0	7
grid.487735.a	5
grid.509526.d	4
grid.439373.9	1
grid.479697.2	1
grid.473996.6	1
grid.461869.4	28
grid.462938.2	40
grid.504239.9	2
grid.434060.5	4
grid.512774.2	16
grid.481970.3	10
grid.418938.f	152
grid.473830.b	40
grid.418149.1	159
grid.482598.a	68
grid.421944.e	56
grid.484748.3	52
grid.440523.4	129
grid.440944.9	145
grid.454842.b	128
grid.420808.6	13
grid.464199.7	54
grid.280892.9	738
grid.510445.1	5
grid.501784.f	36
grid.507376.0	21
grid.511585.d	5
grid.421441.6	5
grid.503129.c	2
grid.500906.a	2
grid.424805.f	194
grid.417117.5	76
grid.422205.3	13
grid.453680.c	204
grid.454046.7	10
grid.482471.c	39
grid.411719.b	306
grid.76978.37	4043
grid.450815.d	32
grid.428937.3	294
grid.413838.5	293
grid.478237.d	2
grid.428469.5	926
grid.440707.0	59
grid.445474.2	86
grid.469871.5	120
grid.445787.d	114
grid.10359.3e	1534
grid.473950.c	1
grid.425801.a	3
grid.448403.f	5
grid.414321.1	15
grid.493167.e	1
grid.461514.3	3
grid.294925.1	2
grid.489308.e	16
grid.491940.1	6
grid.437072.5	5
grid.461831.9	7
grid.490725.d	4
grid.500329.d	1
grid.480284.2	52
grid.445885.0	96
grid.453104.7	10
grid.471847.9	65
grid.462949.4	36
grid.466484.c	12
grid.418979.a	1275
grid.250263.0	754
grid.268441.d	4200
grid.261024.3	338
grid.292619.7	99
grid.272110.7	47
grid.490238.4	13
grid.452472.2	174
grid.424837.e	578
grid.441783.d	374
grid.449097.7	116
grid.15165.36	82
grid.504534.3	9
grid.448455.c	2
grid.425611.5	1
grid.460340.5	2
grid.474549.f	2
grid.280536.a	4
grid.497948.f	4
grid.463859.5	11
grid.422251.2	3
grid.472151.4	11
grid.447609.8	15
grid.427834.e	1
grid.438792.3	7
grid.452931.8	18
grid.413403.1	25
grid.493142.9	10
grid.454582.a	11
grid.419325.8	75
grid.239119.1	15
grid.461663.0	126
grid.420087.9	132
grid.471275.2	47
grid.430280.d	15
grid.502004.3	21
grid.464160.1	13
grid.415720.5	202
grid.501907.a	69
grid.504129.b	17
grid.415583.e	63
grid.488285.b	6
grid.27859.31	1008
grid.444624.4	11
grid.452627.0	9
grid.443356.3	207
grid.469189.b	1
grid.468959.f	1
grid.505348.f	1
grid.492616.e	7
grid.458961.7	8
grid.500227.2	3
grid.488021.7	1
grid.458804.5	7
grid.471222.0	2
grid.412133.6	275
grid.440775.5	270
grid.442828.0	197
grid.448473.8	73
grid.463896.6	136
grid.420152.0	28
grid.476209.e	1
grid.432503.3	1
grid.425437.3	1
grid.495461.b	2
grid.437623.7	2
grid.487184.6	1
grid.489382.c	1
grid.434521.5	1
grid.429840.3	1
grid.53142.31	16
grid.484456.f	9
grid.490743.d	24
grid.452716.3	30
grid.482614.d	22
grid.503902.d	4
grid.440871.e	231
grid.507730.6	53
grid.248717.f	71
grid.424994.6	36
grid.438145.f	23
grid.434842.d	41
grid.467976.d	1
grid.452031.1	1
grid.509168.3	6
grid.472453.3	13
grid.491518.0	9
grid.429668.7	6
grid.490183.7	11
grid.421187.9	14
grid.505084.c	2
grid.463915.c	75
grid.488951.9	73
grid.453285.d	11
grid.467094.8	8
grid.481240.b	5
grid.498975.e	7
grid.469580.6	52
grid.412549.f	264
grid.410611.3	134
grid.473334.4	145
grid.451015.4	23
grid.11642.30	410
grid.492190.7	2
grid.453837.e	5
grid.431997.1	3
grid.500389.7	3
grid.511036.0	27
grid.469211.9	2
grid.451048.c	52
grid.461727.1	1
grid.436374.1	3
grid.436433.5	8
grid.477203.5	53
grid.490690.2	37
grid.441854.8	26
grid.59877.34	22
grid.452118.b	8
grid.476086.b	13
grid.443032.2	135
grid.250945.f	60
grid.240416.5	1486
grid.425940.e	259
grid.446058.b	290
grid.417541.2	17
grid.449986.e	2
grid.457932.e	5
grid.478045.a	3
grid.487185.7	1
grid.504789.7	2
grid.492064.d	1
grid.489360.0	6
grid.495426.8	7
grid.505884.4	1
grid.502011.7	8
grid.424826.e	2
grid.479226.c	1
grid.466219.e	51
grid.280417.8	40
grid.467729.9	1
grid.506655.5	19
grid.463314.7	2
grid.495024.e	20
grid.254690.c	71
grid.502091.f	9
grid.444358.a	40
grid.452451.3	119
grid.435056.1	892
grid.418151.8	1561
grid.456896.0	2
grid.469627.8	17
grid.483580.2	10
grid.510196.a	20
grid.473622.6	7
grid.477645.3	1
grid.436071.7	1
grid.507688.4	5
grid.483096.0	15
grid.455839.6	19
grid.425749.9	53
grid.437592.e	1
grid.448976.0	36
grid.419102.f	1816
grid.415999.9	2089
grid.9835.7	9694
grid.452633.5	212
grid.471888.a	621
grid.460104.7	106
grid.503422.2	10623
grid.444999.d	303
grid.415267.3	183
grid.506613.7	34
grid.24753.37	225
grid.419357.d	3511
grid.511421.2	1
grid.490417.f	1
grid.490759.6	7
grid.493096.1	3
grid.498739.8	23
grid.488149.8	1
grid.428047.d	10
grid.494281.2	3
grid.451077.0	53
grid.456932.f	189
grid.433817.a	24
grid.411520.3	37
grid.464692.b	85
grid.428599.b	8
grid.434781.d	70
grid.473355.3	72
grid.442143.4	880
grid.511594.d	57
grid.438402.9	15
grid.443572.3	41
grid.492768.6	2
grid.472423.4	1
grid.448452.b	3
grid.497990.a	1
grid.292509.5	4
grid.282387.4	1
grid.483411.b	100
grid.414972.d	35
grid.503239.e	33
grid.471809.3	4
grid.468156.8	37
grid.487806.5	1
grid.418534.f	37
grid.483680.1	78
grid.484116.e	163
grid.415356.0	51
grid.460465.5	52
grid.473670.1	122
grid.480890.d	1
grid.507584.b	4
grid.413709.8	21
grid.432443.6	10
grid.507356.2	1
grid.467754.3	4
grid.462213.0	3
grid.249878.8	752
grid.37728.39	1102
grid.462394.e	614
grid.9916.7	368
grid.454227.2	155
grid.462493.e	15
grid.431782.b	8
grid.491172.8	19
grid.438396.3	17
grid.449283.0	153
grid.462049.d	243
grid.484013.a	1732
grid.476296.8	1
grid.494492.6	2
grid.497079.4	16
grid.471970.c	4
grid.434881.2	7
grid.464381.c	1
grid.509309.6	1
grid.428114.a	1
grid.412632.0	3099
grid.460687.b	253
grid.433871.a	615
grid.411973.9	649
grid.464317.3	103
grid.431394.8	12
grid.494728.4	2
grid.450163.5	2
grid.473380.b	9
grid.443033.3	1
grid.467992.7	16
grid.442737.1	1
grid.450610.6	13
grid.450904.c	19
grid.444314.2	1
grid.427475.7	2
grid.49528.32	124
grid.460059.e	50
grid.439624.e	146
grid.444849.1	133
grid.419974.6	49
grid.483682.3	10
grid.414701.7	350
grid.429641.c	22
grid.458500.c	1472
grid.413908.7	53
grid.419096.3	466
grid.440728.d	629
grid.504775.4	2
grid.488838.7	1
grid.493154.e	2
grid.507514.2	16
grid.479194.6	14
grid.443281.8	3
grid.507986.5	1
grid.423009.c	6
grid.437640.2	1
grid.416435.1	169
grid.261110.5	252
grid.490079.3	16
grid.451307.4	2
grid.426348.f	2
grid.446065.5	5
grid.410878.2	21
grid.441047.2	832
grid.462078.f	854
grid.7700.0	19587
grid.484668.0	4
grid.498650.6	3
grid.489325.1	97
grid.418165.f	1591
grid.449705.b	191
grid.5406.7	1954
grid.414282.9	1115
grid.117476.2	14634
grid.500535.6	2
grid.499433.0	3
grid.488779.d	18
grid.421823.e	11
grid.470365.3	4
grid.496700.c	8
grid.444662.6	4
grid.451511.5	1
grid.415160.7	63
grid.490639.1	23
grid.445100.4	22
grid.451108.9	50
grid.449348.6	24
grid.413764.3	153
grid.507665.7	35
grid.418217.9	522
grid.432598.1	53
grid.495520.f	118
grid.426015.4	22
grid.484103.a	44
grid.500590.9	2
grid.497255.8	5
grid.457502.1	3
grid.471880.2	9
grid.508251.b	7
grid.421858.2	5
grid.473607.1	3
grid.415466.4	320
grid.441816.e	564
grid.424684.8	7
grid.415067.1	126
grid.464292.f	125
grid.512401.3	83
grid.492867.6	1
grid.500020.7	2
grid.434281.8	17
grid.424132.2	7
grid.474330.7	1
grid.495458.1	1
grid.501347.4	1
grid.506552.1	44
grid.431983.4	27
grid.492696.6	32
grid.455605.7	4
grid.507719.d	2
grid.436910.9	18
grid.498744.2	47
grid.428256.f	47
grid.448732.e	10
grid.443293.b	257
grid.425209.8	205
grid.419952.2	9
grid.465755.0	1
grid.462261.5	61
grid.435153.5	2
grid.507175.1	8
grid.480586.7	3
grid.431178.8	1
grid.490753.c	2
grid.418757.8	93
grid.444336.2	215
grid.512993.5	130
grid.474789.1	1
grid.452254.0	259
grid.416399.0	28
grid.419688.a	118
grid.494537.8	73
grid.424662.0	4
grid.474145.7	1
grid.424459.a	19
grid.502696.e	2
grid.256075.3	130
grid.445017.3	230
grid.503846.c	237
grid.440665.5	472
grid.412591.a	1570
grid.503253.2	364
grid.416626.1	104
grid.442056.1	240
grid.490500.8	53
grid.466825.b	421
grid.501504.5	24
grid.452807.c	14
grid.508317.8	1
grid.442611.4	3
grid.477633.2	1
grid.474560.4	6
grid.489738.9	2
grid.429894.a	2
grid.491225.9	6
grid.506195.e	2
grid.280897.c	2
grid.443008.b	21
grid.451062.4	19
grid.509675.8	22
grid.442497.8	9
grid.498710.3	2
grid.423443.6	9
grid.451349.e	995
grid.503812.d	19
grid.452298.0	131
grid.459380.3	206
grid.444709.a	36
grid.425535.0	35
grid.492808.f	6
grid.481564.a	3
grid.487894.e	1
grid.500969.3	12
grid.490482.3	30
grid.508674.8	64
grid.472577.4	17
grid.498970.b	13
grid.447148.a	1
grid.253561.6	1242
grid.440694.b	898
grid.412561.5	3130
grid.464740.5	8
grid.507554.6	89
grid.498177.4	85
grid.445828.7	37
grid.416105.7	16
grid.495615.a	99
grid.452276.0	468
grid.469168.4	11
grid.511621.0	104
grid.492785.5	4
grid.450068.f	4
grid.469735.a	4
grid.420563.6	2
grid.510138.e	1
grid.467679.d	1
grid.472370.5	70
grid.464855.e	222
grid.466866.c	32
grid.435234.7	9
grid.427607.0	5
grid.512009.f	11
grid.42050.33	444
grid.460088.2	306
grid.503335.3	48
grid.464957.d	205
grid.411959.1	724
grid.7737.4	21793
grid.410639.9	2
grid.510457.2	2
grid.500426.5	1
grid.482997.9	3
grid.476987.3	3
grid.482426.e	5
grid.503778.e	1
grid.512924.9	20
grid.492677.9	11
grid.441825.e	266
grid.483296.2	43
grid.418363.b	1251
grid.430189.7	77
grid.441712.5	93
grid.411760.5	3255
grid.502296.a	2
grid.511192.f	1
grid.441191.8	2
grid.460756.6	3
grid.498314.3	1
grid.456694.c	1
grid.440408.c	16
grid.511144.4	24
grid.494005.c	6
grid.436188.0	5
grid.441300.2	3
grid.481862.1	4
grid.441984.4	164
grid.414593.e	71
grid.508285.2	87
grid.412612.2	1718
grid.512416.5	93
grid.418337.a	54
grid.33763.32	25113
grid.463103.3	185
grid.277489.7	115
grid.419035.a	233
grid.448598.c	468
grid.435414.3	293
grid.474279.b	1
grid.439166.f	5
grid.479250.d	1
grid.430297.b	1
grid.505117.7	1
grid.469536.b	2
grid.494201.a	1
grid.468601.d	2
grid.488499.0	4
grid.429270.a	5
grid.414908.0	13
grid.414327.7	20
grid.414799.6	25
grid.461684.9	2
grid.462205.7	14
grid.443915.e	68
grid.13622.34	9
grid.8127.c	4437
grid.451566.5	4
grid.462647.5	71
grid.429104.a	4
grid.413178.8	11
grid.488354.6	19
grid.495378.4	7
grid.506948.6	19
grid.438293.7	48
grid.474337.0	7
grid.422135.3	6
grid.452489.6	70
grid.464293.e	31
grid.446072.3	181
grid.460632.5	55
grid.464164.5	167
grid.508098.c	34
grid.442605.1	64
grid.423099.5	35
grid.435900.b	146
grid.502308.c	21
grid.472638.c	278
grid.512485.f	282
grid.432095.9	1
grid.462783.c	105
grid.418006.b	63
grid.446752.6	15
grid.463477.5	7
grid.436111.0	2
grid.470557.4	2
grid.423650.6	178
grid.460162.7	400
grid.448385.6	303
grid.419554.8	425
grid.412203.6	114
grid.470430.4	6
grid.450806.f	2
grid.482499.a	2
grid.426096.f	21
grid.481984.8	3
grid.432573.4	12
grid.487973.6	25
grid.427617.1	1
grid.437915.d	18
grid.451347.0	19
grid.501423.1	2
grid.463527.1	7
grid.434231.3	22
grid.493050.b	18
grid.463766.6	526
grid.443982.0	27
grid.440634.1	363
grid.464299.4	35
grid.440660.0	1392
grid.412428.9	430
grid.447923.f	6
grid.469669.2	2
grid.417098.3	2
grid.436352.5	1
grid.473225.5	2
grid.431569.c	1
grid.412869.0	89
grid.471907.c	122
grid.422942.b	41
grid.490479.7	1
grid.498349.b	5
grid.471299.0	25
grid.255464.4	4598
grid.432902.e	43
grid.454962.8	81
grid.78823.36	146
grid.10097.3f	1153
grid.77852.3f	2482
grid.462622.6	30
grid.48207.39	19
grid.458981.9	1
grid.428274.f	2
grid.441682.d	1
grid.437825.f	1725
grid.467519.8	135
grid.426475.6	22
grid.500551.4	27
grid.477148.9	7
grid.460954.a	11
grid.416734.3	22
grid.413250.1	305
grid.452260.7	42
grid.412345.5	1585
grid.419533.9	386
grid.413804.a	1863
grid.451458.9	15
grid.460551.3	5
grid.476979.2	2
grid.455013.6	1
grid.479060.c	4
grid.502220.7	1
grid.512699.0	47
grid.429853.1	8
grid.422445.1	10
grid.422306.1	9
grid.422290.f	4
grid.480040.8	26
grid.418985.9	34
grid.477213.4	35
grid.440515.1	198
grid.476271.1	36
grid.428655.8	6
grid.431645.1	3
grid.418106.a	166
grid.268293.4	228
grid.492290.4	53
grid.413565.0	146
grid.466259.a	12
grid.464541.6	8
grid.442835.c	21
grid.498289.6	10
grid.449992.b	8
grid.499860.a	8
grid.469418.6	2
grid.484065.b	55
grid.503138.c	116
grid.482254.d	436
grid.411976.c	3545
grid.7886.1	12846
grid.75499.36	463
grid.505402.6	2
grid.497302.b	4
grid.450510.5	4
grid.295852.1	1
grid.486849.f	5
grid.466544.1	117
grid.422716.4	3
grid.462315.7	2
grid.511103.7	3
grid.421030.4	6
grid.1658.a	147
grid.417002.0	136
grid.459746.d	557
grid.502456.0	9
grid.444629.9	429
grid.442052.5	685
grid.423278.8	4
grid.509387.0	5
grid.510807.b	1
grid.494035.f	6
grid.474654.0	1
grid.151569.f	42
grid.429342.a	12
grid.492695.5	15
grid.419200.e	8
grid.420470.5	9
grid.485735.8	1
grid.492212.e	18
grid.448673.a	23
grid.511491.9	51
grid.424583.c	5
grid.425298.0	31
grid.410437.5	44
grid.412378.b	877
grid.459642.8	667
grid.413656.3	229
grid.440624.0	3065
grid.411106.3	2039
grid.420747.2	133
grid.512507.4	1
grid.509734.c	1
grid.440423.5	4
grid.456741.5	2
grid.431005.3	2
grid.422582.b	27
grid.466432.1	1
grid.425473.3	7
grid.292513.e	24
grid.480980.d	9
grid.444121.6	11
grid.457439.8	7
grid.470538.d	14
grid.483424.d	56
grid.491930.6	131
grid.495201.b	2
grid.490155.c	13
grid.507635.2	90
grid.465377.4	51
grid.472015.5	189
grid.421399.4	5
grid.417735.3	83
grid.418869.a	120
grid.415829.3	139
grid.85084.31	394
grid.497744.d	70
grid.417259.c	32
grid.508212.c	2
grid.412271.3	246
grid.437903.a	1
grid.488912.e	1
grid.498276.6	3
grid.453859.6	3
grid.417485.b	3
grid.449519.4	2
grid.509379.1	1
grid.496082.1	3
grid.489910.d	21
grid.430797.e	21
grid.490271.9	7
grid.483519.2	10
grid.497640.8	21
grid.431601.1	6
grid.411331.5	750
grid.441871.f	320
grid.413126.3	196
grid.143643.7	7727
grid.512372.0	49
grid.416113.0	360
grid.469772.9	1
grid.465697.f	1
grid.456058.a	2
grid.418353.8	11
grid.454817.b	2
grid.488989.c	1
grid.448354.a	1
grid.499028.e	11
grid.419855.4	12
grid.414911.8	21
grid.443344.0	72
grid.441020.3	18
grid.474377.4	3
grid.443874.8	1845
grid.5388.6	1348
grid.419561.e	73
grid.412221.6	1265
grid.417004.6	47
grid.469952.5	80
grid.502637.5	1
grid.421640.5	14
grid.497467.f	36
grid.423214.2	4
grid.447760.6	1
grid.469793.6	1
grid.449506.a	2
grid.441185.d	196
grid.412052.0	116
grid.449190.1	37
grid.499286.8	47
grid.436166.0	3
grid.454120.6	3
grid.426455.4	15
grid.491408.0	24
grid.483504.e	693
grid.457238.f	17
grid.413224.2	320
grid.16463.36	10685
grid.506637.1	5
grid.455186.b	1
grid.467399.6	3
grid.509121.e	5
grid.450646.5	11
grid.470152.5	4
grid.468577.f	5
grid.474250.0	7
grid.471071.4	3
grid.505558.8	100
grid.507816.d	18
grid.456970.9	25
grid.489469.e	7
grid.507083.9	10
grid.501865.f	34
grid.411857.e	2750
grid.411279.8	1434
grid.416536.3	183
grid.501375.5	44
grid.506344.0	77
grid.16977.3e	230
grid.483635.f	1
grid.420533.3	6
grid.492510.b	1
grid.430828.5	4
grid.482187.0	1
grid.427710.7	1
grid.451929.2	1
grid.444437.4	42
grid.482865.5	5
grid.490696.4	1
grid.432451.5	1
grid.434643.2	2
grid.508755.a	4
grid.415680.e	280
grid.419683.1	97
grid.108884.d	68
grid.471236.5	76
grid.427694.a	3
grid.422441.5	3
grid.10493.3f	5446
grid.511455.1	518
grid.267355.0	105
grid.17100.37	1846
grid.466508.9	148
grid.429234.a	144
grid.499194.8	3
grid.505668.8	1
grid.444136.0	4
grid.490979.a	1
grid.494362.e	3
grid.496708.4	2
grid.429971.0	3
grid.458091.1	2
grid.490932.5	2
grid.463359.e	5
grid.470948.6	5
grid.461560.0	3
grid.432661.4	6
grid.422187.a	4
grid.449687.0	72
grid.414682.d	234
grid.472325.5	242
grid.484198.8	28
grid.500250.2	7
grid.513030.4	15
grid.412131.4	211
grid.108196.7	90
grid.473817.e	322
grid.512131.5	15
grid.267756.7	208
grid.464411.2	81
grid.455198.4	5
grid.504244.3	1
grid.423234.0	48
grid.503169.8	3
grid.485322.a	43
grid.491902.7	3
grid.454215.3	24
grid.466006.2	3
grid.418778.5	424
grid.16425.34	65
grid.478120.8	50
grid.496564.c	47
grid.426539.f	107
grid.282071.e	5
grid.462281.b	48
grid.449133.8	903
grid.489986.2	87
grid.509325.8	10
grid.411755.3	137
grid.413924.9	112
grid.492728.2	5
grid.434770.3	2
grid.498536.5	1
grid.435903.8	3
grid.458606.9	1
grid.473459.8	2
grid.481830.6	38
grid.512053.0	19
grid.512600.0	20
grid.471229.b	5
grid.438064.d	7
grid.505953.f	98
grid.464219.c	156
grid.411849.1	563
grid.472367.3	82
grid.416179.c	31
grid.431750.4	39
grid.467674.0	2
grid.507492.d	1
grid.473811.8	1
grid.489089.4	18
grid.433414.5	14
grid.455209.f	3
grid.491451.c	3
grid.456469.c	1
grid.499338.c	13
grid.484369.4	42
grid.477605.7	25
grid.506642.3	27
grid.428791.1	21
grid.281286.7	5
grid.440475.6	786
grid.497204.c	47
grid.135963.b	4671
grid.28577.3f	3961
grid.418482.3	487
grid.8761.8	17756
grid.496677.d	3
grid.440143.6	4
grid.470730.7	1
grid.505821.b	2
grid.424757.7	1
grid.503541.6	1
grid.484185.4	4
grid.497818.b	16
grid.456334.3	5
grid.508426.d	9
grid.443551.2	28
grid.429261.a	20
grid.477332.6	11
grid.418127.9	25
grid.436998.9	15
grid.487987.d	6
